Point_ID,Lot_ID,Wafer_ID,Die_ID,VDD_V,Frequency_GHz,Temperature_C,Current_mA,Timing_ns,Leakage_mA,Test_Time_ms,Pattern_ID,Test_ID,Failure_Code,Margin_GHz
366,LOT_A001,W001,D0001,0.87,1.3,85,70.897,0.878,3.65,1.855,ATPG_066,SCAN_AT_SPEED,NA,0.2048
367,LOT_A001,W001,D0001,0.87,1.32,85,74.14,0.8784,3.708,1.833,ATPG_067,SCAN_AT_SPEED,NA,0.1896
368,LOT_A001,W001,D0001,0.87,1.34,85,72.521,0.8718,3.66,1.853,ATPG_068,SCAN_AT_SPEED,NA,0.1634
369,LOT_A001,W001,D0001,0.87,1.36,85,72.053,0.8685,3.679,1.871,ATPG_069,SCAN_AT_SPEED,NA,0.1346
370,LOT_A001,W001,D0001,0.87,1.38,85,78.578,0.8714,3.81,1.885,ATPG_070,SCAN_AT_SPEED,NA,0.0984
371,LOT_A001,W001,D0001,0.87,1.4,85,80.356,0.8741,3.803,1.912,ATPG_071,SCAN_AT_SPEED,NA,0.0852
372,LOT_A001,W001,D0001,0.87,1.42,85,80.526,0.8997,3.708,1.886,ATPG_072,SCAN_AT_SPEED,NA,0.0648
373,LOT_A001,W001,D0001,0.87,1.44,85,80.339,0.9271,3.403,1.931,ATPG_073,SCAN_AT_SPEED,NA,0.0545
374,LOT_A001,W001,D0001,0.87,1.46,85,81.599,0.9417,3.501,1.866,ATPG_074,SCAN_AT_SPEED,NA,0.007
375,LOT_A001,W001,D0001,0.87,1.48,85,80.213,0.9245,3.782,1.939,ATPG_075,SCAN_AT_SPEED,FREQ_MARGIN,-0.003
376,LOT_A001,W001,D0001,0.87,1.5,85,80.448,0.9348,3.412,1.858,ATPG_076,SCAN_AT_SPEED,NA,0.022
377,LOT_A001,W001,D0001,0.87,1.52,85,85.228,0.925,3.576,1.893,ATPG_077,SCAN_AT_SPEED,FREQ_MARGIN,-0.0058
378,LOT_A001,W001,D0001,0.87,1.54,85,81.723,0.9634,3.594,1.897,ATPG_078,SCAN_AT_SPEED,FREQ_MARGIN,-0.0381
379,LOT_A001,W001,D0001,0.87,1.56,85,84.052,0.9565,3.649,1.897,ATPG_079,SCAN_AT_SPEED,FREQ_MARGIN,-0.0533
380,LOT_A001,W001,D0001,0.87,1.58,85,84.434,1.0018,3.749,1.893,ATPG_080,SCAN_AT_SPEED,FREQ_MARGIN,-0.0898
381,LOT_A001,W001,D0001,0.87,1.6,85,85.159,1.0027,3.72,1.904,ATPG_081,SCAN_AT_SPEED,FREQ_MARGIN,-0.0906
382,LOT_A001,W001,D0001,0.87,1.62,85,83.792,0.9699,3.486,1.917,ATPG_082,SCAN_AT_SPEED,FREQ_MARGIN,-0.1151
383,LOT_A001,W001,D0001,0.87,1.64,85,91.496,1.0103,3.74,1.843,ATPG_083,SCAN_AT_SPEED,FREQ_MARGIN,-0.1119
384,LOT_A001,W001,D0001,0.87,1.66,85,86.922,0.9962,3.64,1.9,ATPG_084,SCAN_AT_SPEED,FREQ_MARGIN,-0.1729
385,LOT_A001,W001,D0001,0.87,1.68,85,90.546,0.9967,3.701,2.005,ATPG_085,SCAN_AT_SPEED,FREQ_MARGIN,-0.2187
386,LOT_A001,W001,D0001,0.87,1.7,85,85.505,1.0195,3.83,2.004,ATPG_086,SCAN_AT_SPEED,FREQ_MARGIN,-0.2197
387,LOT_A001,W001,D0001,0.87,1.72,85,91.814,1.0248,3.649,2.035,ATPG_087,SCAN_AT_SPEED,FREQ_MARGIN,-0.2453
388,LOT_A001,W001,D0001,0.87,1.74,85,92.237,1.0502,3.828,1.937,ATPG_088,SCAN_AT_SPEED,FREQ_MARGIN,-0.2702
389,LOT_A001,W001,D0001,0.87,1.76,85,91.935,1.0552,3.614,1.962,ATPG_089,SCAN_AT_SPEED,FREQ_MARGIN,-0.2576
390,LOT_A001,W001,D0001,0.87,1.78,85,94.179,1.0585,3.834,1.938,ATPG_090,SCAN_AT_SPEED,FREQ_MARGIN,-0.2898
391,LOT_A001,W001,D0001,0.87,1.8,85,96.631,1.0513,3.567,1.92,ATPG_091,SCAN_AT_SPEED,FREQ_MARGIN,-0.335
392,LOT_A001,W001,D0001,0.87,1.82,85,91.376,1.1327,3.823,1.957,ATPG_092,SCAN_AT_SPEED,TIMING,-0.2984
393,LOT_A001,W001,D0001,0.87,1.84,85,96.594,1.0942,3.762,1.973,ATPG_093,SCAN_AT_SPEED,FREQ_MARGIN,-0.3441
394,LOT_A001,W001,D0001,0.87,1.86,85,96.585,1.0907,3.636,2,ATPG_094,SCAN_AT_SPEED,FREQ_MARGIN,-0.3615
395,LOT_A001,W001,D0001,0.87,1.88,85,92.507,1.1138,3.694,1.958,ATPG_095,SCAN_AT_SPEED,TIMING,-0.3724
396,LOT_A001,W001,D0001,0.87,1.9,85,100.683,1.1277,3.549,1.978,ATPG_096,SCAN_AT_SPEED,TIMING,-0.4101
397,LOT_A001,W001,D0001,0.87,1.92,85,97.037,1.1079,3.794,2.004,ATPG_097,SCAN_AT_SPEED,TIMING,-0.4406
398,LOT_A001,W001,D0001,0.87,1.94,85,101.685,1.1371,3.569,1.986,ATPG_098,SCAN_AT_SPEED,TIMING,-0.4339
399,LOT_A001,W001,D0001,0.87,1.96,85,102.598,1.1578,3.771,1.987,ATPG_099,SCAN_AT_SPEED,TIMING,-0.4487
400,LOT_A001,W001,D0001,0.87,1.98,85,102.052,1.1291,3.641,1.947,ATPG_100,SCAN_AT_SPEED,TIMING,-0.4639
401,LOT_A001,W001,D0001,0.88,1,85,59.98,0.7081,3.674,1.724,ATPG_001,SCAN_AT_SPEED,NA,0.5211
402,LOT_A001,W001,D0001,0.88,1.02,85,61.102,0.7163,3.819,1.841,ATPG_002,SCAN_AT_SPEED,NA,0.5171
403,LOT_A001,W001,D0001,0.88,1.04,85,60.587,0.7258,3.579,1.84,ATPG_003,SCAN_AT_SPEED,NA,0.4643
404,LOT_A001,W001,D0001,0.88,1.06,85,62.344,0.7121,3.815,1.761,ATPG_004,SCAN_AT_SPEED,NA,0.4698
405,LOT_A001,W001,D0001,0.88,1.08,85,64.179,0.7813,3.524,1.694,ATPG_005,SCAN_AT_SPEED,NA,0.4544
406,LOT_A001,W001,D0001,0.88,1.1,85,67.781,0.7877,3.751,1.798,ATPG_006,SCAN_AT_SPEED,NA,0.4366
407,LOT_A001,W001,D0001,0.88,1.12,85,63.648,0.7826,3.796,1.864,ATPG_007,SCAN_AT_SPEED,NA,0.4278
408,LOT_A001,W001,D0001,0.88,1.14,85,66.966,0.7734,3.716,1.754,ATPG_008,SCAN_AT_SPEED,NA,0.443
409,LOT_A001,W001,D0001,0.88,1.16,85,66.383,0.7818,3.743,1.796,ATPG_009,SCAN_AT_SPEED,NA,0.3608
410,LOT_A001,W001,D0001,0.88,1.18,85,67.98,0.7996,3.671,1.839,ATPG_010,SCAN_AT_SPEED,NA,0.3735
411,LOT_A001,W001,D0001,0.88,1.2,85,67.279,0.7966,3.674,1.782,ATPG_011,SCAN_AT_SPEED,NA,0.3481
412,LOT_A001,W001,D0001,0.88,1.22,85,68.843,0.8327,3.759,1.847,ATPG_012,SCAN_AT_SPEED,NA,0.2985
413,LOT_A001,W001,D0001,0.88,1.24,85,70.313,0.8326,3.705,1.854,ATPG_013,SCAN_AT_SPEED,NA,0.3086
414,LOT_A001,W001,D0001,0.88,1.26,85,67.03,0.8318,3.933,1.884,ATPG_014,SCAN_AT_SPEED,NA,0.2628
415,LOT_A001,W001,D0001,0.88,1.28,85,74.505,0.8444,3.75,1.826,ATPG_015,SCAN_AT_SPEED,NA,0.2707
416,LOT_A001,W001,D0001,0.88,1.3,85,74.248,0.8731,3.699,1.836,ATPG_016,SCAN_AT_SPEED,NA,0.2276
417,LOT_A001,W001,D0001,0.88,1.32,85,75.082,0.834,3.376,1.836,ATPG_017,SCAN_AT_SPEED,NA,0.2133
418,LOT_A001,W001,D0001,0.88,1.34,85,73.945,0.8659,3.652,1.919,ATPG_018,SCAN_AT_SPEED,NA,0.1713
419,LOT_A001,W001,D0001,0.88,1.36,85,76.261,0.8884,3.549,1.906,ATPG_019,SCAN_AT_SPEED,NA,0.1792
420,LOT_A001,W001,D0001,0.88,1.38,85,77.787,0.8665,3.487,1.901,ATPG_020,SCAN_AT_SPEED,NA,0.1519
421,LOT_A001,W001,D0001,0.88,1.4,85,75.816,0.8787,3.889,1.824,ATPG_021,SCAN_AT_SPEED,NA,0.1401
422,LOT_A001,W001,D0001,0.88,1.42,85,76.679,0.9145,3.671,1.9,ATPG_022,SCAN_AT_SPEED,NA,0.1428
423,LOT_A001,W001,D0001,0.88,1.44,85,78.867,0.9123,3.57,1.909,ATPG_023,SCAN_AT_SPEED,NA,0.0835
424,LOT_A001,W001,D0001,0.88,1.46,85,79.609,0.9023,3.336,1.875,ATPG_024,SCAN_AT_SPEED,NA,0.064
425,LOT_A001,W001,D0001,0.88,1.48,85,82.292,0.9285,3.681,1.887,ATPG_025,SCAN_AT_SPEED,NA,0.0967
426,LOT_A001,W001,D0001,0.88,1.5,85,79.615,0.9575,3.827,1.919,ATPG_026,SCAN_AT_SPEED,NA,0.0431
427,LOT_A001,W001,D0001,0.88,1.52,85,82.635,0.9581,3.809,1.879,ATPG_027,SCAN_AT_SPEED,NA,0.0212
428,LOT_A001,W001,D0001,0.88,1.54,85,83.643,0.9825,3.534,1.838,ATPG_028,SCAN_AT_SPEED,FREQ_MARGIN,-0.017
429,LOT_A001,W001,D0001,0.88,1.56,85,84.412,0.9663,3.757,1.892,ATPG_029,SCAN_AT_SPEED,FREQ_MARGIN,-0.0238
430,LOT_A001,W001,D0001,0.88,1.58,85,82.298,0.9569,3.705,1.839,ATPG_030,SCAN_AT_SPEED,FREQ_MARGIN,-0.0199
431,LOT_A001,W001,D0001,0.88,1.6,85,89.031,0.9808,3.755,1.858,ATPG_031,SCAN_AT_SPEED,FREQ_MARGIN,-0.0699
432,LOT_A001,W001,D0001,0.88,1.62,85,86.225,0.9833,3.912,1.934,ATPG_032,SCAN_AT_SPEED,FREQ_MARGIN,-0.0978
433,LOT_A001,W001,D0001,0.88,1.64,85,88.204,1.0066,3.891,1.978,ATPG_033,SCAN_AT_SPEED,FREQ_MARGIN,-0.1267
434,LOT_A001,W001,D0001,0.88,1.66,85,87.16,0.9836,3.685,1.937,ATPG_034,SCAN_AT_SPEED,FREQ_MARGIN,-0.145
435,LOT_A001,W001,D0001,0.88,1.68,85,89.343,1.009,3.743,1.889,ATPG_035,SCAN_AT_SPEED,FREQ_MARGIN,-0.1289
436,LOT_A001,W001,D0001,0.88,1.7,85,87.446,1.0267,4.024,1.926,ATPG_036,SCAN_AT_SPEED,FREQ_MARGIN,-0.1291
437,LOT_A001,W001,D0001,0.88,1.72,85,90.557,1.0288,3.926,1.841,ATPG_037,SCAN_AT_SPEED,FREQ_MARGIN,-0.1901
438,LOT_A001,W001,D0001,0.88,1.74,85,89.497,1.0358,3.656,1.957,ATPG_038,SCAN_AT_SPEED,FREQ_MARGIN,-0.1791
439,LOT_A001,W001,D0001,0.88,1.76,85,93.752,1.0856,3.516,1.944,ATPG_039,SCAN_AT_SPEED,FREQ_MARGIN,-0.2555
440,LOT_A001,W001,D0001,0.88,1.78,85,94.547,1.0581,3.624,1.96,ATPG_040,SCAN_AT_SPEED,FREQ_MARGIN,-0.2586
441,LOT_A001,W001,D0001,0.88,1.8,85,94.296,1.0794,3.526,1.906,ATPG_041,SCAN_AT_SPEED,FREQ_MARGIN,-0.2342
442,LOT_A001,W001,D0001,0.88,1.82,85,98.171,1.0814,3.673,1.948,ATPG_042,SCAN_AT_SPEED,FREQ_MARGIN,-0.2782
443,LOT_A001,W001,D0001,0.88,1.84,85,97.448,1.0995,3.652,1.932,ATPG_043,SCAN_AT_SPEED,FREQ_MARGIN,-0.3292
444,LOT_A001,W001,D0001,0.88,1.86,85,96.434,1.091,4.035,1.945,ATPG_044,SCAN_AT_SPEED,FREQ_MARGIN,-0.3219
445,LOT_A001,W001,D0001,0.88,1.88,85,96.914,1.1142,3.693,1.932,ATPG_045,SCAN_AT_SPEED,TIMING,-0.3532
446,LOT_A001,W001,D0001,0.88,1.9,85,101.495,1.0986,3.44,2.002,ATPG_046,SCAN_AT_SPEED,FREQ_MARGIN,-0.3429
447,LOT_A001,W001,D0001,0.88,1.92,85,101.223,1.0825,3.854,1.917,ATPG_047,SCAN_AT_SPEED,FREQ_MARGIN,-0.399
448,LOT_A001,W001,D0001,0.88,1.94,85,100.686,1.1094,3.659,1.997,ATPG_048,SCAN_AT_SPEED,TIMING,-0.3936
449,LOT_A001,W001,D0001,0.88,1.96,85,102.572,1.1708,3.485,2.037,ATPG_049,SCAN_AT_SPEED,TIMING,-0.4248
450,LOT_A001,W001,D0001,0.88,1.98,85,100.762,1.1199,3.692,2.013,ATPG_050,SCAN_AT_SPEED,TIMING,-0.4448
451,LOT_A001,W001,D0001,0.89,1,85,63.24,0.6951,3.773,1.75,ATPG_051,SCAN_AT_SPEED,NA,0.567
452,LOT_A001,W001,D0001,0.89,1.02,85,62.976,0.7222,3.384,1.812,ATPG_052,SCAN_AT_SPEED,NA,0.5559
453,LOT_A001,W001,D0001,0.89,1.04,85,62.968,0.7606,3.614,1.834,ATPG_053,SCAN_AT_SPEED,NA,0.5372
454,LOT_A001,W001,D0001,0.89,1.06,85,59.899,0.7528,3.699,1.808,ATPG_054,SCAN_AT_SPEED,NA,0.5308
455,LOT_A001,W001,D0001,0.89,1.08,85,63.083,0.7434,3.78,1.771,ATPG_055,SCAN_AT_SPEED,NA,0.4956
456,LOT_A001,W001,D0001,0.89,1.1,85,66.043,0.7435,3.875,1.837,ATPG_056,SCAN_AT_SPEED,NA,0.4498
457,LOT_A001,W001,D0001,0.89,1.12,85,64.46,0.7943,3.628,1.803,ATPG_057,SCAN_AT_SPEED,NA,0.4183
458,LOT_A001,W001,D0001,0.89,1.14,85,67.95,0.7769,3.685,1.882,ATPG_058,SCAN_AT_SPEED,NA,0.4376
459,LOT_A001,W001,D0001,0.89,1.16,85,69.162,0.7915,3.654,1.796,ATPG_059,SCAN_AT_SPEED,NA,0.4406
460,LOT_A001,W001,D0001,0.89,1.18,85,69.013,0.8238,3.873,1.772,ATPG_060,SCAN_AT_SPEED,NA,0.3987
461,LOT_A001,W001,D0001,0.89,1.2,85,67.323,0.8003,3.813,1.916,ATPG_061,SCAN_AT_SPEED,NA,0.3883
462,LOT_A001,W001,D0001,0.89,1.22,85,71.072,0.8125,3.855,1.875,ATPG_062,SCAN_AT_SPEED,NA,0.4053
463,LOT_A001,W001,D0001,0.89,1.24,85,74.071,0.8285,3.85,1.87,ATPG_063,SCAN_AT_SPEED,NA,0.3235
464,LOT_A001,W001,D0001,0.89,1.26,85,73.21,0.8219,3.691,1.803,ATPG_064,SCAN_AT_SPEED,NA,0.3169
465,LOT_A001,W001,D0001,0.89,1.28,85,73.962,0.8498,4.026,1.85,ATPG_065,SCAN_AT_SPEED,NA,0.2972
466,LOT_A001,W001,D0001,0.89,1.3,85,71.455,0.8432,3.879,1.888,ATPG_066,SCAN_AT_SPEED,NA,0.2814
467,LOT_A001,W001,D0001,0.89,1.32,85,74.151,0.8315,3.721,1.893,ATPG_067,SCAN_AT_SPEED,NA,0.244
468,LOT_A001,W001,D0001,0.89,1.34,85,76.041,0.8683,3.776,1.835,ATPG_068,SCAN_AT_SPEED,NA,0.2397
469,LOT_A001,W001,D0001,0.89,1.36,85,76.758,0.8849,3.696,1.779,ATPG_069,SCAN_AT_SPEED,NA,0.2219
470,LOT_A001,W001,D0001,0.89,1.38,85,75.998,0.8691,3.879,1.853,ATPG_070,SCAN_AT_SPEED,NA,0.2091
471,LOT_A001,W001,D0001,0.89,1.4,85,78.831,0.9055,3.57,1.92,ATPG_071,SCAN_AT_SPEED,NA,0.1884
472,LOT_A001,W001,D0001,0.89,1.42,85,77.915,0.9044,3.509,1.892,ATPG_072,SCAN_AT_SPEED,NA,0.154
473,LOT_A001,W001,D0001,0.89,1.44,85,77.005,0.883,3.942,1.854,ATPG_073,SCAN_AT_SPEED,NA,0.1108
474,LOT_A001,W001,D0001,0.89,1.46,85,79.336,0.8883,3.608,1.932,ATPG_074,SCAN_AT_SPEED,NA,0.1369
475,LOT_A001,W001,D0001,0.89,1.48,85,80.173,0.9305,3.85,1.931,ATPG_075,SCAN_AT_SPEED,NA,0.0865
476,LOT_A001,W001,D0001,0.89,1.5,85,81.372,0.9123,3.713,1.9,ATPG_076,SCAN_AT_SPEED,NA,0.0954
477,LOT_A001,W001,D0001,0.89,1.52,85,81.157,0.951,3.768,1.895,ATPG_077,SCAN_AT_SPEED,NA,0.032
478,LOT_A001,W001,D0001,0.89,1.54,85,83.325,0.9368,3.909,1.939,ATPG_078,SCAN_AT_SPEED,NA,0.0157
479,LOT_A001,W001,D0001,0.89,1.56,85,82.927,0.9351,3.677,1.897,ATPG_079,SCAN_AT_SPEED,FREQ_MARGIN,-0.0239
480,LOT_A001,W001,D0001,0.89,1.58,85,83.801,0.9525,3.806,1.907,ATPG_080,SCAN_AT_SPEED,FREQ_MARGIN,-0.0368
481,LOT_A001,W001,D0001,0.89,1.6,85,86.638,0.9694,3.734,1.975,ATPG_081,SCAN_AT_SPEED,FREQ_MARGIN,-0.0437
482,LOT_A001,W001,D0001,0.89,1.62,85,84.841,1.0027,3.897,1.866,ATPG_082,SCAN_AT_SPEED,FREQ_MARGIN,-0.0266
483,LOT_A001,W001,D0001,0.89,1.64,85,90.808,0.9762,3.637,1.956,ATPG_083,SCAN_AT_SPEED,FREQ_MARGIN,-0.0559
484,LOT_A001,W001,D0001,0.89,1.66,85,89.893,1.0111,3.834,1.866,ATPG_084,SCAN_AT_SPEED,FREQ_MARGIN,-0.0858
485,LOT_A001,W001,D0001,0.89,1.68,85,91.865,1.0095,3.768,1.861,ATPG_085,SCAN_AT_SPEED,FREQ_MARGIN,-0.0918
486,LOT_A001,W001,D0001,0.89,1.7,85,91.65,1.0211,3.944,1.913,ATPG_086,SCAN_AT_SPEED,FREQ_MARGIN,-0.1214
487,LOT_A001,W001,D0001,0.89,1.72,85,89.645,1.0304,3.749,1.939,ATPG_087,SCAN_AT_SPEED,FREQ_MARGIN,-0.1405
488,LOT_A001,W001,D0001,0.89,1.74,85,92.103,1.0543,3.709,1.869,ATPG_088,SCAN_AT_SPEED,FREQ_MARGIN,-0.1773
489,LOT_A001,W001,D0001,0.89,1.76,85,95.687,1.0247,3.878,1.917,ATPG_089,SCAN_AT_SPEED,FREQ_MARGIN,-0.1592
490,LOT_A001,W001,D0001,0.89,1.78,85,94.59,1.0524,3.657,1.913,ATPG_090,SCAN_AT_SPEED,FREQ_MARGIN,-0.2059
491,LOT_A001,W001,D0001,0.89,1.8,85,93.423,1.064,3.668,1.971,ATPG_091,SCAN_AT_SPEED,FREQ_MARGIN,-0.2472
492,LOT_A001,W001,D0001,0.89,1.82,85,94.736,1.0781,3.85,1.966,ATPG_092,SCAN_AT_SPEED,FREQ_MARGIN,-0.2239
493,LOT_A001,W001,D0001,0.89,1.84,85,97.977,1.0911,3.589,1.986,ATPG_093,SCAN_AT_SPEED,FREQ_MARGIN,-0.2693
494,LOT_A001,W001,D0001,0.89,1.86,85,96.126,1.0917,3.877,1.946,ATPG_094,SCAN_AT_SPEED,FREQ_MARGIN,-0.2747
495,LOT_A001,W001,D0001,0.89,1.88,85,102.615,1.0855,3.568,1.971,ATPG_095,SCAN_AT_SPEED,FREQ_MARGIN,-0.2914
496,LOT_A001,W001,D0001,0.89,1.9,85,98.804,1.1344,3.574,1.99,ATPG_096,SCAN_AT_SPEED,TIMING,-0.3177
497,LOT_A001,W001,D0001,0.89,1.92,85,103.175,1.1527,3.66,1.944,ATPG_097,SCAN_AT_SPEED,TIMING,-0.3616
498,LOT_A001,W001,D0001,0.89,1.94,85,100.243,1.1246,3.779,1.892,ATPG_098,SCAN_AT_SPEED,TIMING,-0.3552
499,LOT_A001,W001,D0001,0.89,1.96,85,100.558,1.1251,3.992,1.923,ATPG_099,SCAN_AT_SPEED,TIMING,-0.3909
500,LOT_A001,W001,D0001,0.89,1.98,85,102.158,1.1376,3.894,1.99,ATPG_100,SCAN_AT_SPEED,TIMING,-0.396
501,LOT_A001,W001,D0001,0.9,1,85,62.543,0.714,3.738,1.757,ATPG_001,SCAN_AT_SPEED,NA,0.6153
502,LOT_A001,W001,D0001,0.9,1.02,85,66.968,0.751,3.627,1.751,ATPG_002,SCAN_AT_SPEED,NA,0.5701
503,LOT_A001,W001,D0001,0.9,1.04,85,63.505,0.7471,3.792,1.802,ATPG_003,SCAN_AT_SPEED,NA,0.5737
504,LOT_A001,W001,D0001,0.9,1.06,85,63.535,0.7059,3.796,1.777,ATPG_004,SCAN_AT_SPEED,NA,0.5509
505,LOT_A001,W001,D0001,0.9,1.08,85,69.613,0.761,3.783,1.851,ATPG_005,SCAN_AT_SPEED,NA,0.5282
506,LOT_A001,W001,D0001,0.9,1.1,85,65.856,0.7739,4.138,1.773,ATPG_006,SCAN_AT_SPEED,NA,0.5137
507,LOT_A001,W001,D0001,0.9,1.12,85,64.293,0.7816,3.692,1.805,ATPG_007,SCAN_AT_SPEED,NA,0.4935
508,LOT_A001,W001,D0001,0.9,1.14,85,68.576,0.7967,3.643,1.827,ATPG_008,SCAN_AT_SPEED,NA,0.4597
509,LOT_A001,W001,D0001,0.9,1.16,85,65.415,0.7849,3.784,1.926,ATPG_009,SCAN_AT_SPEED,NA,0.4322
510,LOT_A001,W001,D0001,0.9,1.18,85,66.06,0.7872,3.983,1.916,ATPG_010,SCAN_AT_SPEED,NA,0.4328
511,LOT_A001,W001,D0001,0.9,1.2,85,66.016,0.8397,3.888,1.801,ATPG_011,SCAN_AT_SPEED,NA,0.3765
512,LOT_A001,W001,D0001,0.9,1.22,85,65.516,0.8147,3.879,1.877,ATPG_012,SCAN_AT_SPEED,NA,0.3946
513,LOT_A001,W001,D0001,0.9,1.24,85,71.274,0.8065,3.868,1.807,ATPG_013,SCAN_AT_SPEED,NA,0.3467
514,LOT_A001,W001,D0001,0.9,1.26,85,70.188,0.8435,3.959,1.837,ATPG_014,SCAN_AT_SPEED,NA,0.3377
515,LOT_A001,W001,D0001,0.9,1.28,85,70.233,0.835,3.822,1.955,ATPG_015,SCAN_AT_SPEED,NA,0.3257
516,LOT_A001,W001,D0001,0.9,1.3,85,76.336,0.8669,3.872,1.924,ATPG_016,SCAN_AT_SPEED,NA,0.285
517,LOT_A001,W001,D0001,0.9,1.32,85,75.26,0.8566,4.014,1.901,ATPG_017,SCAN_AT_SPEED,NA,0.2917
518,LOT_A001,W001,D0001,0.9,1.34,85,73.045,0.8625,3.71,1.859,ATPG_018,SCAN_AT_SPEED,NA,0.2537
519,LOT_A001,W001,D0001,0.9,1.36,85,75.457,0.874,3.839,1.899,ATPG_019,SCAN_AT_SPEED,NA,0.2673
520,LOT_A001,W001,D0001,0.9,1.38,85,76.048,0.8872,4.01,1.849,ATPG_020,SCAN_AT_SPEED,NA,0.1846
521,LOT_A001,W001,D0001,0.9,1.4,85,79.115,0.8806,3.652,1.847,ATPG_021,SCAN_AT_SPEED,NA,0.1712
522,LOT_A001,W001,D0001,0.9,1.42,85,77.771,0.8609,3.965,1.927,ATPG_022,SCAN_AT_SPEED,NA,0.1817
523,LOT_A001,W001,D0001,0.9,1.44,85,77.672,0.9056,3.829,1.903,ATPG_023,SCAN_AT_SPEED,NA,0.1767
524,LOT_A001,W001,D0001,0.9,1.46,85,79.258,0.9193,3.899,1.941,ATPG_024,SCAN_AT_SPEED,NA,0.157
525,LOT_A001,W001,D0001,0.9,1.48,85,82.86,0.9279,4.042,1.903,ATPG_025,SCAN_AT_SPEED,NA,0.1377
526,LOT_A001,W001,D0001,0.9,1.5,85,84.826,0.9476,3.764,1.871,ATPG_026,SCAN_AT_SPEED,NA,0.0895
527,LOT_A001,W001,D0001,0.9,1.52,85,83.994,0.9472,3.877,1.962,ATPG_027,SCAN_AT_SPEED,NA,0.0903
528,LOT_A001,W001,D0001,0.9,1.54,85,84.363,0.9691,3.675,1.913,ATPG_028,SCAN_AT_SPEED,NA,0.0843
529,LOT_A001,W001,D0001,0.9,1.56,85,84.488,0.9455,3.732,1.857,ATPG_029,SCAN_AT_SPEED,NA,0.0776
530,LOT_A001,W001,D0001,0.9,1.58,85,85.073,0.9441,3.832,1.94,ATPG_030,SCAN_AT_SPEED,NA,0.0109
531,LOT_A001,W001,D0001,0.9,1.6,85,89.335,0.9872,3.985,1.882,ATPG_031,SCAN_AT_SPEED,FREQ_MARGIN,-0.0113
532,LOT_A001,W001,D0001,0.9,1.62,85,85.495,1.0026,3.856,1.934,ATPG_032,SCAN_AT_SPEED,NA,0.0004
533,LOT_A001,W001,D0001,0.9,1.64,85,86.709,1.006,3.688,1.934,ATPG_033,SCAN_AT_SPEED,FREQ_MARGIN,-0.0562
534,LOT_A001,W001,D0001,0.9,1.66,85,90.707,0.9816,3.913,1.944,ATPG_034,SCAN_AT_SPEED,FREQ_MARGIN,-0.0796
535,LOT_A001,W001,D0001,0.9,1.68,85,91.088,1.0171,3.749,1.882,ATPG_035,SCAN_AT_SPEED,FREQ_MARGIN,-0.0875
536,LOT_A001,W001,D0001,0.9,1.7,85,91.529,0.9928,3.844,1.915,ATPG_036,SCAN_AT_SPEED,FREQ_MARGIN,-0.1303
537,LOT_A001,W001,D0001,0.9,1.72,85,91.216,1.0237,3.94,1.943,ATPG_037,SCAN_AT_SPEED,FREQ_MARGIN,-0.1028
538,LOT_A001,W001,D0001,0.9,1.74,85,93.465,1.0106,3.944,1.958,ATPG_038,SCAN_AT_SPEED,FREQ_MARGIN,-0.1293
539,LOT_A001,W001,D0001,0.9,1.76,85,93.041,1.0461,3.81,1.95,ATPG_039,SCAN_AT_SPEED,FREQ_MARGIN,-0.1733
540,LOT_A001,W001,D0001,0.9,1.78,85,96.287,1.0318,3.923,1.994,ATPG_040,SCAN_AT_SPEED,FREQ_MARGIN,-0.1492
541,LOT_A001,W001,D0001,0.9,1.8,85,97.164,1.1002,3.984,1.954,ATPG_041,SCAN_AT_SPEED,TIMING,-0.188
542,LOT_A001,W001,D0001,0.9,1.82,85,96.321,1.073,3.777,2.01,ATPG_042,SCAN_AT_SPEED,FREQ_MARGIN,-0.1962
543,LOT_A001,W001,D0001,0.9,1.84,85,99.678,1.0902,3.62,1.966,ATPG_043,SCAN_AT_SPEED,FREQ_MARGIN,-0.2497
544,LOT_A001,W001,D0001,0.9,1.86,85,98.906,1.1057,3.741,1.96,ATPG_044,SCAN_AT_SPEED,TIMING,-0.2928
545,LOT_A001,W001,D0001,0.9,1.88,85,97.73,1.0793,4.052,2.037,ATPG_045,SCAN_AT_SPEED,FREQ_MARGIN,-0.2398
546,LOT_A001,W001,D0001,0.9,1.9,85,101.321,1.1311,3.719,1.943,ATPG_046,SCAN_AT_SPEED,TIMING,-0.2949
547,LOT_A001,W001,D0001,0.9,1.92,85,103.393,1.1257,3.698,2.045,ATPG_047,SCAN_AT_SPEED,TIMING,-0.2928
548,LOT_A001,W001,D0001,0.9,1.94,85,100.617,1.1304,4.063,2.003,ATPG_048,SCAN_AT_SPEED,TIMING,-0.3446
549,LOT_A001,W001,D0001,0.9,1.96,85,102.914,1.1336,3.914,1.872,ATPG_049,SCAN_AT_SPEED,TIMING,-0.3475
550,LOT_A001,W001,D0001,0.9,1.98,85,103.374,1.1207,3.888,1.968,ATPG_050,SCAN_AT_SPEED,TIMING,-0.3803
551,LOT_A001,W001,D0001,0.91,1,85,63.911,0.7104,3.862,1.797,ATPG_051,SCAN_AT_SPEED,NA,0.6719
