Point_ID,Lot_ID,Wafer_ID,Die_ID,VDD_V,Frequency_GHz,Test_Result,Failure_Code,Pattern_ID,Timing_ns,Temperature_C
535,LOT_ATPG10,W01,D0003,1.02,1.68,PASS,NA,PAT_SCAN_007,0.574,25
536,LOT_ATPG10,W01,D0003,1.02,1.75,PASS,NA,PAT_SCAN_005,0.591,25
537,LOT_ATPG10,W01,D0003,1.02,1.81,PASS,NA,PAT_SCAN_010,0.561,25
538,LOT_ATPG10,W01,D0003,1.02,1.87,PASS,NA,PAT_SCAN_004,0.547,25
539,LOT_ATPG10,W01,D0003,1.02,1.94,PASS,NA,PAT_SCAN_005,0.554,25
540,LOT_ATPG10,W01,D0003,1.02,2.0,PASS,NA,PAT_SCAN_005,0.501,25
541,LOT_ATPG10,W01,D0003,1.06,0.8,PASS,NA,PAT_SCAN_003,1.239,25
542,LOT_ATPG10,W01,D0003,1.06,0.86,PASS,NA,PAT_SCAN_007,1.144,25
543,LOT_ATPG10,W01,D0003,1.06,0.93,PASS,NA,PAT_SCAN_005,1.049,25
544,LOT_ATPG10,W01,D0003,1.06,0.99,PASS,NA,PAT_SCAN_007,1.027,25
545,LOT_ATPG10,W01,D0003,1.06,1.05,PASS,NA,PAT_SCAN_010,0.955,25
546,LOT_ATPG10,W01,D0003,1.06,1.12,PASS,NA,PAT_SCAN_010,0.92,25
547,LOT_ATPG10,W01,D0003,1.06,1.18,PASS,NA,PAT_SCAN_009,0.863,25
548,LOT_ATPG10,W01,D0003,1.06,1.24,PASS,NA,PAT_SCAN_002,0.814,25
549,LOT_ATPG10,W01,D0003,1.06,1.31,PASS,NA,PAT_SCAN_006,0.774,25
550,LOT_ATPG10,W01,D0003,1.06,1.37,PASS,NA,PAT_SCAN_008,0.735,25
551,LOT_ATPG10,W01,D0003,1.06,1.43,PASS,NA,PAT_SCAN_003,0.703,25
552,LOT_ATPG10,W01,D0003,1.06,1.49,PASS,NA,PAT_SCAN_009,0.686,25
553,LOT_ATPG10,W01,D0003,1.06,1.56,PASS,NA,PAT_SCAN_009,0.636,25
554,LOT_ATPG10,W01,D0003,1.06,1.62,PASS,NA,PAT_SCAN_006,0.622,25
555,LOT_ATPG10,W01,D0003,1.06,1.68,PASS,NA,PAT_SCAN_006,0.616,25
556,LOT_ATPG10,W01,D0003,1.06,1.75,PASS,NA,PAT_SCAN_008,0.567,25
557,LOT_ATPG10,W01,D0003,1.06,1.81,PASS,NA,PAT_SCAN_002,0.54,25
558,LOT_ATPG10,W01,D0003,1.06,1.87,PASS,NA,PAT_SCAN_007,0.52,25
559,LOT_ATPG10,W01,D0003,1.06,1.94,PASS,NA,PAT_SCAN_001,0.519,25
560,LOT_ATPG10,W01,D0003,1.06,2.0,PASS,NA,PAT_SCAN_004,0.504,25
561,LOT_ATPG10,W01,D0003,1.11,0.8,PASS,NA,PAT_SCAN_006,1.286,25
562,LOT_ATPG10,W01,D0003,1.11,0.86,PASS,NA,PAT_SCAN_008,1.162,25
563,LOT_ATPG10,W01,D0003,1.11,0.93,PASS,NA,PAT_SCAN_009,1.062,25
564,LOT_ATPG10,W01,D0003,1.11,0.99,PASS,NA,PAT_SCAN_006,1.003,25
565,LOT_ATPG10,W01,D0003,1.11,1.05,PASS,NA,PAT_SCAN_004,0.935,25
566,LOT_ATPG10,W01,D0003,1.11,1.12,PASS,NA,PAT_SCAN_007,0.914,25
567,LOT_ATPG10,W01,D0003,1.11,1.18,PASS,NA,PAT_SCAN_003,0.837,25
568,LOT_ATPG10,W01,D0003,1.11,1.24,PASS,NA,PAT_SCAN_009,0.824,25
569,LOT_ATPG10,W01,D0003,1.11,1.31,PASS,NA,PAT_SCAN_001,0.747,25
570,LOT_ATPG10,W01,D0003,1.11,1.37,PASS,NA,PAT_SCAN_003,0.759,25
571,LOT_ATPG10,W01,D0003,1.11,1.43,PASS,NA,PAT_SCAN_010,0.7,25
572,LOT_ATPG10,W01,D0003,1.11,1.49,PASS,NA,PAT_SCAN_002,0.698,25
573,LOT_ATPG10,W01,D0003,1.11,1.56,PASS,NA,PAT_SCAN_004,0.661,25
574,LOT_ATPG10,W01,D0003,1.11,1.62,PASS,NA,PAT_SCAN_009,0.652,25
575,LOT_ATPG10,W01,D0003,1.11,1.68,PASS,NA,PAT_SCAN_003,0.611,25
576,LOT_ATPG10,W01,D0003,1.11,1.75,PASS,NA,PAT_SCAN_008,0.562,25
577,LOT_ATPG10,W01,D0003,1.11,1.81,PASS,NA,PAT_SCAN_003,0.549,25
578,LOT_ATPG10,W01,D0003,1.11,1.87,PASS,NA,PAT_SCAN_003,0.49,25
579,LOT_ATPG10,W01,D0003,1.11,1.94,PASS,NA,PAT_SCAN_007,0.492,25
580,LOT_ATPG10,W01,D0003,1.11,2.0,PASS,NA,PAT_SCAN_001,0.514,25
581,LOT_ATPG10,W01,D0003,1.15,0.8,PASS,NA,PAT_SCAN_006,1.26,25
582,LOT_ATPG10,W01,D0003,1.15,0.86,PASS,NA,PAT_SCAN_002,1.148,25
583,LOT_ATPG10,W01,D0003,1.15,0.93,PASS,NA,PAT_SCAN_006,1.052,25
584,LOT_ATPG10,W01,D0003,1.15,0.99,PASS,NA,PAT_SCAN_002,1.043,25
585,LOT_ATPG10,W01,D0003,1.15,1.05,PASS,NA,PAT_SCAN_009,0.926,25
586,LOT_ATPG10,W01,D0003,1.15,1.12,PASS,NA,PAT_SCAN_008,0.903,25
587,LOT_ATPG10,W01,D0003,1.15,1.18,PASS,NA,PAT_SCAN_003,0.857,25
588,LOT_ATPG10,W01,D0003,1.15,1.24,PASS,NA,PAT_SCAN_010,0.819,25
589,LOT_ATPG10,W01,D0003,1.15,1.31,PASS,NA,PAT_SCAN_009,0.768,25
590,LOT_ATPG10,W01,D0003,1.15,1.37,PASS,NA,PAT_SCAN_007,0.767,25
591,LOT_ATPG10,W01,D0003,1.15,1.43,PASS,NA,PAT_SCAN_010,0.662,25
592,LOT_ATPG10,W01,D0003,1.15,1.49,PASS,NA,PAT_SCAN_005,0.647,25
593,LOT_ATPG10,W01,D0003,1.15,1.56,PASS,NA,PAT_SCAN_003,0.635,25
594,LOT_ATPG10,W01,D0003,1.15,1.62,PASS,NA,PAT_SCAN_003,0.611,25
595,LOT_ATPG10,W01,D0003,1.15,1.68,PASS,NA,PAT_SCAN_008,0.591,25
596,LOT_ATPG10,W01,D0003,1.15,1.75,PASS,NA,PAT_SCAN_006,0.565,25
597,LOT_ATPG10,W01,D0003,1.15,1.81,PASS,NA,PAT_SCAN_007,0.528,25
598,LOT_ATPG10,W01,D0003,1.15,1.87,PASS,NA,PAT_SCAN_004,0.517,25
599,LOT_ATPG10,W01,D0003,1.15,1.94,PASS,NA,PAT_SCAN_009,0.5,25
600,LOT_ATPG10,W01,D0003,1.15,2.0,PASS,NA,PAT_SCAN_002,0.487,25
601,LOT_ATPG10,W01,D0004,0.75,0.8,PASS,NA,PAT_SCAN_008,1.238,25
602,LOT_ATPG10,W01,D0004,0.75,0.86,PASS,NA,PAT_SCAN_003,1.176,25
603,LOT_ATPG10,W01,D0004,0.75,0.93,PASS,NA,PAT_SCAN_001,1.07,25
604,LOT_ATPG10,W01,D0004,0.75,0.99,PASS,NA,PAT_SCAN_008,1.011,25
605,LOT_ATPG10,W01,D0004,0.75,1.05,PASS,NA,PAT_SCAN_007,0.952,25
606,LOT_ATPG10,W01,D0004,0.75,1.12,PASS,NA,PAT_SCAN_003,0.849,25
607,LOT_ATPG10,W01,D0004,0.75,1.18,PASS,NA,PAT_SCAN_005,0.839,25
608,LOT_ATPG10,W01,D0004,0.75,1.24,PASS,NA,PAT_SCAN_007,0.771,25
609,LOT_ATPG10,W01,D0004,0.75,1.31,FAIL,FREQ_MARGIN,PAT_SCAN_006,0.779,25
610,LOT_ATPG10,W01,D0004,0.75,1.37,FAIL,FREQ_MARGIN,PAT_SCAN_006,0.72,25
611,LOT_ATPG10,W01,D0004,0.75,1.43,FAIL,FREQ_MARGIN,PAT_SCAN_002,0.673,25
612,LOT_ATPG10,W01,D0004,0.75,1.49,FAIL,TIMING,PAT_SCAN_003,0.633,25
613,LOT_ATPG10,W01,D0004,0.75,1.56,FAIL,FREQ_MARGIN,PAT_SCAN_005,0.623,25
614,LOT_ATPG10,W01,D0004,0.75,1.62,FAIL,FREQ_MARGIN,PAT_SCAN_008,0.596,25
615,LOT_ATPG10,W01,D0004,0.75,1.68,FAIL,FREQ_MARGIN,PAT_SCAN_004,0.583,25
616,LOT_ATPG10,W01,D0004,0.75,1.75,FAIL,FREQ_MARGIN,PAT_SCAN_009,0.561,25
617,LOT_ATPG10,W01,D0004,0.75,1.81,FAIL,FREQ_MARGIN,PAT_SCAN_009,0.562,25
618,LOT_ATPG10,W01,D0004,0.75,1.87,FAIL,FREQ_MARGIN,PAT_SCAN_001,0.497,25
619,LOT_ATPG10,W01,D0004,0.75,1.94,FAIL,FREQ_MARGIN,PAT_SCAN_006,0.505,25
620,LOT_ATPG10,W01,D0004,0.75,2.0,FAIL,FREQ_MARGIN,PAT_SCAN_004,0.531,25
621,LOT_ATPG10,W01,D0004,0.79,0.8,PASS,NA,PAT_SCAN_003,1.255,25
622,LOT_ATPG10,W01,D0004,0.79,0.86,PASS,NA,PAT_SCAN_002,1.16,25
623,LOT_ATPG10,W01,D0004,0.79,0.93,PASS,NA,PAT_SCAN_008,1.095,25
624,LOT_ATPG10,W01,D0004,0.79,0.99,PASS,NA,PAT_SCAN_004,1.025,25
625,LOT_ATPG10,W01,D0004,0.79,1.05,PASS,NA,PAT_SCAN_005,0.939,25
626,LOT_ATPG10,W01,D0004,0.79,1.12,PASS,NA,PAT_SCAN_009,0.886,25
627,LOT_ATPG10,W01,D0004,0.79,1.18,PASS,NA,PAT_SCAN_004,0.873,25
628,LOT_ATPG10,W01,D0004,0.79,1.24,PASS,NA,PAT_SCAN_010,0.797,25
629,LOT_ATPG10,W01,D0004,0.79,1.31,PASS,NA,PAT_SCAN_004,0.77,25
630,LOT_ATPG10,W01,D0004,0.79,1.37,PASS,NA,PAT_SCAN_009,0.743,25
631,LOT_ATPG10,W01,D0004,0.79,1.43,FAIL,TIMING,PAT_SCAN_003,0.708,25
632,LOT_ATPG10,W01,D0004,0.79,1.49,FAIL,FREQ_MARGIN,PAT_SCAN_010,0.704,25
633,LOT_ATPG10,W01,D0004,0.79,1.56,FAIL,FREQ_MARGIN,PAT_SCAN_002,0.646,25
634,LOT_ATPG10,W01,D0004,0.79,1.62,FAIL,FREQ_MARGIN,PAT_SCAN_004,0.635,25
635,LOT_ATPG10,W01,D0004,0.79,1.68,FAIL,FREQ_MARGIN,PAT_SCAN_004,0.617,25
636,LOT_ATPG10,W01,D0004,0.79,1.75,FAIL,FREQ_MARGIN,PAT_SCAN_002,0.595,25
637,LOT_ATPG10,W01,D0004,0.79,1.81,FAIL,FREQ_MARGIN,PAT_SCAN_009,0.511,25
638,LOT_ATPG10,W01,D0004,0.79,1.87,FAIL,FREQ_MARGIN,PAT_SCAN_006,0.524,25
639,LOT_ATPG10,W01,D0004,0.79,1.94,FAIL,FREQ_MARGIN,PAT_SCAN_006,0.533,25
640,LOT_ATPG10,W01,D0004,0.79,2.0,FAIL,FREQ_MARGIN,PAT_SCAN_008,0.514,25
641,LOT_ATPG10,W01,D0004,0.84,0.8,PASS,NA,PAT_SCAN_010,1.234,25
642,LOT_ATPG10,W01,D0004,0.84,0.86,PASS,NA,PAT_SCAN_006,1.203,25
643,LOT_ATPG10,W01,D0004,0.84,0.93,PASS,NA,PAT_SCAN_010,1.047,25
644,LOT_ATPG10,W01,D0004,0.84,0.99,PASS,NA,PAT_SCAN_001,1.016,25
645,LOT_ATPG10,W01,D0004,0.84,1.05,PASS,NA,PAT_SCAN_008,0.959,25
646,LOT_ATPG10,W01,D0004,0.84,1.12,PASS,NA,PAT_SCAN_010,0.886,25
647,LOT_ATPG10,W01,D0004,0.84,1.18,PASS,NA,PAT_SCAN_010,0.838,25
648,LOT_ATPG10,W01,D0004,0.84,1.24,PASS,NA,PAT_SCAN_005,0.812,25
649,LOT_ATPG10,W01,D0004,0.84,1.31,PASS,NA,PAT_SCAN_010,0.772,25
650,LOT_ATPG10,W01,D0004,0.84,1.37,PASS,NA,PAT_SCAN_003,0.733,25
651,LOT_ATPG10,W01,D0004,0.84,1.43,PASS,NA,PAT_SCAN_003,0.68,25
652,LOT_ATPG10,W01,D0004,0.84,1.49,PASS,NA,PAT_SCAN_006,0.673,25
653,LOT_ATPG10,W01,D0004,0.84,1.56,PASS,NA,PAT_SCAN_006,0.668,25
654,LOT_ATPG10,W01,D0004,0.84,1.62,FAIL,FREQ_MARGIN,PAT_SCAN_001,0.609,25
655,LOT_ATPG10,W01,D0004,0.84,1.68,FAIL,FREQ_MARGIN,PAT_SCAN_004,0.587,25
656,LOT_ATPG10,W01,D0004,0.84,1.75,FAIL,FREQ_MARGIN,PAT_SCAN_008,0.575,25
657,LOT_ATPG10,W01,D0004,0.84,1.81,FAIL,FREQ_MARGIN,PAT_SCAN_008,0.559,25
658,LOT_ATPG10,W01,D0004,0.84,1.87,FAIL,FREQ_MARGIN,PAT_SCAN_001,0.542,25
659,LOT_ATPG10,W01,D0004,0.84,1.94,FAIL,FREQ_MARGIN,PAT_SCAN_006,0.513,25
660,LOT_ATPG10,W01,D0004,0.84,2.0,FAIL,FREQ_MARGIN,PAT_SCAN_002,0.52,25
661,LOT_ATPG10,W01,D0004,0.88,0.8,PASS,NA,PAT_SCAN_003,1.265,25
662,LOT_ATPG10,W01,D0004,0.88,0.86,PASS,NA,PAT_SCAN_009,1.175,25
663,LOT_ATPG10,W01,D0004,0.88,0.93,PASS,NA,PAT_SCAN_006,1.049,25
664,LOT_ATPG10,W01,D0004,0.88,0.99,PASS,NA,PAT_SCAN_005,0.977,25
665,LOT_ATPG10,W01,D0004,0.88,1.05,PASS,NA,PAT_SCAN_002,0.972,25
666,LOT_ATPG10,W01,D0004,0.88,1.12,PASS,NA,PAT_SCAN_001,0.908,25
667,LOT_ATPG10,W01,D0004,0.88,1.18,PASS,NA,PAT_SCAN_009,0.826,25
668,LOT_ATPG10,W01,D0004,0.88,1.24,PASS,NA,PAT_SCAN_006,0.81,25
669,LOT_ATPG10,W01,D0004,0.88,1.31,PASS,NA,PAT_SCAN_002,0.77,25
670,LOT_ATPG10,W01,D0004,0.88,1.37,PASS,NA,PAT_SCAN_010,0.736,25
671,LOT_ATPG10,W01,D0004,0.88,1.43,PASS,NA,PAT_SCAN_004,0.685,25
672,LOT_ATPG10,W01,D0004,0.88,1.49,PASS,NA,PAT_SCAN_003,0.667,25
673,LOT_ATPG10,W01,D0004,0.88,1.56,PASS,NA,PAT_SCAN_008,0.615,25
674,LOT_ATPG10,W01,D0004,0.88,1.62,PASS,NA,PAT_SCAN_003,0.594,25
675,LOT_ATPG10,W01,D0004,0.88,1.68,PASS,NA,PAT_SCAN_002,0.615,25
676,LOT_ATPG10,W01,D0004,0.88,1.75,FAIL,FREQ_MARGIN,PAT_SCAN_008,0.569,25
677,LOT_ATPG10,W01,D0004,0.88,1.81,FAIL,FREQ_MARGIN,PAT_SCAN_009,0.559,25
678,LOT_ATPG10,W01,D0004,0.88,1.87,FAIL,TIMING,PAT_SCAN_003,0.556,25
679,LOT_ATPG10,W01,D0004,0.88,1.94,FAIL,FREQ_MARGIN,PAT_SCAN_006,0.48,25
680,LOT_ATPG10,W01,D0004,0.88,2.0,FAIL,FREQ_MARGIN,PAT_SCAN_005,0.498,25
681,LOT_ATPG10,W01,D0004,0.93,0.8,PASS,NA,PAT_SCAN_001,1.24,25
682,LOT_ATPG10,W01,D0004,0.93,0.86,PASS,NA,PAT_SCAN_005,1.152,25
683,LOT_ATPG10,W01,D0004,0.93,0.93,PASS,NA,PAT_SCAN_009,1.075,25
684,LOT_ATPG10,W01,D0004,0.93,0.99,PASS,NA,PAT_SCAN_002,1.02,25
685,LOT_ATPG10,W01,D0004,0.93,1.05,PASS,NA,PAT_SCAN_007,0.997,25
686,LOT_ATPG10,W01,D0004,0.93,1.12,PASS,NA,PAT_SCAN_005,0.905,25
687,LOT_ATPG10,W01,D0004,0.93,1.18,PASS,NA,PAT_SCAN_007,0.841,25
688,LOT_ATPG10,W01,D0004,0.93,1.24,PASS,NA,PAT_SCAN_007,0.842,25
689,LOT_ATPG10,W01,D0004,0.93,1.31,PASS,NA,PAT_SCAN_004,0.794,25
690,LOT_ATPG10,W01,D0004,0.93,1.37,PASS,NA,PAT_SCAN_001,0.733,25
691,LOT_ATPG10,W01,D0004,0.93,1.43,PASS,NA,PAT_SCAN_007,0.716,25
692,LOT_ATPG10,W01,D0004,0.93,1.49,PASS,NA,PAT_SCAN_007,0.661,25
693,LOT_ATPG10,W01,D0004,0.93,1.56,PASS,NA,PAT_SCAN_001,0.657,25
694,LOT_ATPG10,W01,D0004,0.93,1.62,PASS,NA,PAT_SCAN_005,0.617,25
695,LOT_ATPG10,W01,D0004,0.93,1.68,PASS,NA,PAT_SCAN_003,0.586,25
696,LOT_ATPG10,W01,D0004,0.93,1.75,PASS,NA,PAT_SCAN_007,0.552,25
697,LOT_ATPG10,W01,D0004,0.93,1.81,PASS,NA,PAT_SCAN_002,0.565,25
698,LOT_ATPG10,W01,D0004,0.93,1.87,PASS,NA,PAT_SCAN_005,0.501,25
699,LOT_ATPG10,W01,D0004,0.93,1.94,FAIL,FREQ_MARGIN,PAT_SCAN_009,0.529,25
700,LOT_ATPG10,W01,D0004,0.93,2.0,FAIL,TIMING,PAT_SCAN_007,0.484,25
701,LOT_ATPG10,W01,D0004,0.97,0.8,PASS,NA,PAT_SCAN_008,1.244,25
702,LOT_ATPG10,W01,D0004,0.97,0.86,PASS,NA,PAT_SCAN_001,1.165,25
703,LOT_ATPG10,W01,D0004,0.97,0.93,PASS,NA,PAT_SCAN_008,1.107,25
704,LOT_ATPG10,W01,D0004,0.97,0.99,PASS,NA,PAT_SCAN_002,0.988,25
705,LOT_ATPG10,W01,D0004,0.97,1.05,PASS,NA,PAT_SCAN_008,0.946,25
706,LOT_ATPG10,W01,D0004,0.97,1.12,PASS,NA,PAT_SCAN_003,0.888,25
707,LOT_ATPG10,W01,D0004,0.97,1.18,PASS,NA,PAT_SCAN_006,0.836,25
708,LOT_ATPG10,W01,D0004,0.97,1.24,PASS,NA,PAT_SCAN_009,0.764,25
709,LOT_ATPG10,W01,D0004,0.97,1.31,PASS,NA,PAT_SCAN_006,0.766,25
710,LOT_ATPG10,W01,D0004,0.97,1.37,PASS,NA,PAT_SCAN_010,0.772,25
711,LOT_ATPG10,W01,D0004,0.97,1.43,PASS,NA,PAT_SCAN_002,0.706,25
712,LOT_ATPG10,W01,D0004,0.97,1.49,PASS,NA,PAT_SCAN_004,0.691,25
713,LOT_ATPG10,W01,D0004,0.97,1.56,PASS,NA,PAT_SCAN_007,0.669,25
714,LOT_ATPG10,W01,D0004,0.97,1.62,PASS,NA,PAT_SCAN_005,0.61,25
715,LOT_ATPG10,W01,D0004,0.97,1.68,PASS,NA,PAT_SCAN_001,0.596,25
716,LOT_ATPG10,W01,D0004,0.97,1.75,PASS,NA,PAT_SCAN_009,0.572,25
717,LOT_ATPG10,W01,D0004,0.97,1.81,PASS,NA,PAT_SCAN_010,0.555,25
718,LOT_ATPG10,W01,D0004,0.97,1.87,PASS,NA,PAT_SCAN_005,0.525,25
719,LOT_ATPG10,W01,D0004,0.97,1.94,PASS,NA,PAT_SCAN_005,0.512,25
720,LOT_ATPG10,W01,D0004,0.97,2.0,PASS,NA,PAT_SCAN_009,0.505,25
721,LOT_ATPG10,W01,D0004,1.02,0.8,PASS,NA,PAT_SCAN_006,1.25,25
722,LOT_ATPG10,W01,D0004,1.02,0.86,PASS,NA,PAT_SCAN_003,1.179,25
723,LOT_ATPG10,W01,D0004,1.02,0.93,PASS,NA,PAT_SCAN_009,1.071,25
724,LOT_ATPG10,W01,D0004,1.02,0.99,PASS,NA,PAT_SCAN_008,0.997,25
725,LOT_ATPG10,W01,D0004,1.02,1.05,PASS,NA,PAT_SCAN_002,0.959,25
726,LOT_ATPG10,W01,D0004,1.02,1.12,PASS,NA,PAT_SCAN_002,0.904,25
727,LOT_ATPG10,W01,D0004,1.02,1.18,PASS,NA,PAT_SCAN_005,0.827,25
728,LOT_ATPG10,W01,D0004,1.02,1.24,PASS,NA,PAT_SCAN_003,0.803,25
729,LOT_ATPG10,W01,D0004,1.02,1.31,PASS,NA,PAT_SCAN_001,0.754,25
730,LOT_ATPG10,W01,D0004,1.02,1.37,PASS,NA,PAT_SCAN_009,0.737,25
731,LOT_ATPG10,W01,D0004,1.02,1.43,PASS,NA,PAT_SCAN_008,0.689,25
732,LOT_ATPG10,W01,D0004,1.02,1.49,PASS,NA,PAT_SCAN_004,0.659,25
733,LOT_ATPG10,W01,D0004,1.02,1.56,PASS,NA,PAT_SCAN_005,0.622,25
734,LOT_ATPG10,W01,D0004,1.02,1.62,PASS,NA,PAT_SCAN_010,0.592,25
735,LOT_ATPG10,W01,D0004,1.02,1.68,PASS,NA,PAT_SCAN_009,0.604,25
736,LOT_ATPG10,W01,D0004,1.02,1.75,PASS,NA,PAT_SCAN_007,0.534,25
737,LOT_ATPG10,W01,D0004,1.02,1.81,PASS,NA,PAT_SCAN_003,0.538,25
738,LOT_ATPG10,W01,D0004,1.02,1.87,PASS,NA,PAT_SCAN_001,0.511,25
739,LOT_ATPG10,W01,D0004,1.02,1.94,PASS,NA,PAT_SCAN_004,0.544,25
740,LOT_ATPG10,W01,D0004,1.02,2.0,PASS,NA,PAT_SCAN_007,0.485,25
741,LOT_ATPG10,W01,D0004,1.06,0.8,PASS,NA,PAT_SCAN_009,1.248,25
742,LOT_ATPG10,W01,D0004,1.06,0.86,PASS,NA,PAT_SCAN_009,1.136,25
743,LOT_ATPG10,W01,D0004,1.06,0.93,PASS,NA,PAT_SCAN_005,1.06,25
744,LOT_ATPG10,W01,D0004,1.06,0.99,PASS,NA,PAT_SCAN_008,1.029,25
745,LOT_ATPG10,W01,D0004,1.06,1.05,PASS,NA,PAT_SCAN_007,0.935,25
746,LOT_ATPG10,W01,D0004,1.06,1.12,PASS,NA,PAT_SCAN_007,0.864,25
747,LOT_ATPG10,W01,D0004,1.06,1.18,PASS,NA,PAT_SCAN_001,0.855,25
748,LOT_ATPG10,W01,D0004,1.06,1.24,PASS,NA,PAT_SCAN_004,0.825,25
749,LOT_ATPG10,W01,D0004,1.06,1.31,PASS,NA,PAT_SCAN_007,0.751,25
750,LOT_ATPG10,W01,D0004,1.06,1.37,PASS,NA,PAT_SCAN_002,0.706,25
751,LOT_ATPG10,W01,D0004,1.06,1.43,PASS,NA,PAT_SCAN_005,0.707,25
752,LOT_ATPG10,W01,D0004,1.06,1.49,PASS,NA,PAT_SCAN_007,0.657,25
753,LOT_ATPG10,W01,D0004,1.06,1.56,PASS,NA,PAT_SCAN_002,0.656,25
754,LOT_ATPG10,W01,D0004,1.06,1.62,PASS,NA,PAT_SCAN_010,0.6,25
755,LOT_ATPG10,W01,D0004,1.06,1.68,PASS,NA,PAT_SCAN_006,0.574,25
756,LOT_ATPG10,W01,D0004,1.06,1.75,PASS,NA,PAT_SCAN_004,0.57,25
757,LOT_ATPG10,W01,D0004,1.06,1.81,PASS,NA,PAT_SCAN_005,0.543,25
758,LOT_ATPG10,W01,D0004,1.06,1.87,PASS,NA,PAT_SCAN_009,0.58,25
759,LOT_ATPG10,W01,D0004,1.06,1.94,PASS,NA,PAT_SCAN_001,0.52,25
760,LOT_ATPG10,W01,D0004,1.06,2.0,PASS,NA,PAT_SCAN_003,0.489,25
761,LOT_ATPG10,W01,D0004,1.11,0.8,PASS,NA,PAT_SCAN_005,1.246,25
762,LOT_ATPG10,W01,D0004,1.11,0.86,PASS,NA,PAT_SCAN_003,1.177,25
763,LOT_ATPG10,W01,D0004,1.11,0.93,PASS,NA,PAT_SCAN_010,1.038,25
764,LOT_ATPG10,W01,D0004,1.11,0.99,PASS,NA,PAT_SCAN_006,0.98,25
765,LOT_ATPG10,W01,D0004,1.11,1.05,PASS,NA,PAT_SCAN_003,0.936,25
766,LOT_ATPG10,W01,D0004,1.11,1.12,PASS,NA,PAT_SCAN_009,0.876,25
767,LOT_ATPG10,W01,D0004,1.11,1.18,PASS,NA,PAT_SCAN_001,0.851,25
768,LOT_ATPG10,W01,D0004,1.11,1.24,PASS,NA,PAT_SCAN_008,0.838,25
769,LOT_ATPG10,W01,D0004,1.11,1.31,PASS,NA,PAT_SCAN_001,0.734,25
770,LOT_ATPG10,W01,D0004,1.11,1.37,PASS,NA,PAT_SCAN_002,0.717,25
771,LOT_ATPG10,W01,D0004,1.11,1.43,PASS,NA,PAT_SCAN_005,0.707,25
772,LOT_ATPG10,W01,D0004,1.11,1.49,PASS,NA,PAT_SCAN_009,0.674,25
773,LOT_ATPG10,W01,D0004,1.11,1.56,PASS,NA,PAT_SCAN_007,0.644,25
774,LOT_ATPG10,W01,D0004,1.11,1.62,PASS,NA,PAT_SCAN_004,0.594,25
775,LOT_ATPG10,W01,D0004,1.11,1.68,PASS,NA,PAT_SCAN_002,0.553,25
776,LOT_ATPG10,W01,D0004,1.11,1.75,PASS,NA,PAT_SCAN_008,0.596,25
777,LOT_ATPG10,W01,D0004,1.11,1.81,PASS,NA,PAT_SCAN_004,0.576,25
778,LOT_ATPG10,W01,D0004,1.11,1.87,PASS,NA,PAT_SCAN_005,0.531,25
779,LOT_ATPG10,W01,D0004,1.11,1.94,PASS,NA,PAT_SCAN_006,0.519,25
780,LOT_ATPG10,W01,D0004,1.11,2.0,PASS,NA,PAT_SCAN_002,0.535,25
781,LOT_ATPG10,W01,D0004,1.15,0.8,PASS,NA,PAT_SCAN_009,1.259,25
782,LOT_ATPG10,W01,D0004,1.15,0.86,PASS,NA,PAT_SCAN_006,1.169,25
783,LOT_ATPG10,W01,D0004,1.15,0.93,PASS,NA,PAT_SCAN_004,1.055,25
784,LOT_ATPG10,W01,D0004,1.15,0.99,PASS,NA,PAT_SCAN_002,1.023,25
785,LOT_ATPG10,W01,D0004,1.15,1.05,PASS,NA,PAT_SCAN_007,0.984,25
786,LOT_ATPG10,W01,D0004,1.15,1.12,PASS,NA,PAT_SCAN_007,0.892,25
787,LOT_ATPG10,W01,D0004,1.15,1.18,PASS,NA,PAT_SCAN_010,0.849,25
788,LOT_ATPG10,W01,D0004,1.15,1.24,PASS,NA,PAT_SCAN_007,0.82,25
789,LOT_ATPG10,W01,D0004,1.15,1.31,PASS,NA,PAT_SCAN_004,0.759,25
790,LOT_ATPG10,W01,D0004,1.15,1.37,PASS,NA,PAT_SCAN_007,0.734,25
791,LOT_ATPG10,W01,D0004,1.15,1.43,PASS,NA,PAT_SCAN_002,0.745,25
792,LOT_ATPG10,W01,D0004,1.15,1.49,PASS,NA,PAT_SCAN_003,0.702,25
793,LOT_ATPG10,W01,D0004,1.15,1.56,PASS,NA,PAT_SCAN_005,0.668,25
794,LOT_ATPG10,W01,D0004,1.15,1.62,PASS,NA,PAT_SCAN_001,0.64,25
795,LOT_ATPG10,W01,D0004,1.15,1.68,PASS,NA,PAT_SCAN_009,0.602,25
796,LOT_ATPG10,W01,D0004,1.15,1.75,PASS,NA,PAT_SCAN_008,0.558,25
797,LOT_ATPG10,W01,D0004,1.15,1.81,PASS,NA,PAT_SCAN_010,0.542,25
798,LOT_ATPG10,W01,D0004,1.15,1.87,PASS,NA,PAT_SCAN_001,0.476,25
799,LOT_ATPG10,W01,D0004,1.15,1.94,PASS,NA,PAT_SCAN_001,0.494,25
800,LOT_ATPG10,W01,D0004,1.15,2.0,PASS,NA,PAT_SCAN_010,0.502,25
801,LOT_ATPG10,W01,D0005,0.75,0.8,PASS,NA,PAT_SCAN_008,1.245,25
