Point_ID,Lot_ID,Wafer_ID,Die_ID,VDD_V,Frequency_GHz,Temperature_C,Current_mA,Timing_ns,Leakage_mA,Test_Time_ms,Pattern_ID,Test_ID,Test_Result,Failure_Code,Margin_GHz
1009,LOT_B002,W002,D0002,0.95,1.76,85,118.841,0.5765,6.634,1.989,ATPG_066,SCAN_AT_SPEED,PASS,NA,0.1622
1010,LOT_B002,W002,D0002,0.95,1.78,85,113.352,0.5814,6.499,1.797,ATPG_074,SCAN_AT_SPEED,PASS,NA,0.1422
1011,LOT_B002,W002,D0002,0.95,1.8,85,115.108,0.5751,6.606,1.95,ATPG_053,SCAN_AT_SPEED,PASS,NA,0.1222
1012,LOT_B002,W002,D0002,0.95,1.82,85,119.094,0.5475,6.876,1.706,ATPG_076,SCAN_AT_SPEED,PASS,NA,0.1022
1013,LOT_B002,W002,D0002,0.95,1.84,85,120.362,0.5308,6.59,1.932,ATPG_001,SCAN_AT_SPEED,PASS,NA,0.0822
1014,LOT_B002,W002,D0002,0.95,1.86,85,120.612,0.546,6.145,1.85,ATPG_088,SCAN_AT_SPEED,PASS,NA,0.0622
1015,LOT_B002,W002,D0002,0.95,1.88,85,120.284,0.5166,6.597,1.776,ATPG_080,SCAN_AT_SPEED,PASS,NA,0.0422
1016,LOT_B002,W002,D0002,0.95,1.9,85,123.144,0.5557,6.288,1.793,ATPG_079,SCAN_AT_SPEED,PASS,NA,0.0222
1017,LOT_B002,W002,D0002,0.95,1.92,85,124.039,0.5459,6.433,1.778,ATPG_043,SCAN_AT_SPEED,PASS,NA,0.0022
1018,LOT_B002,W002,D0002,0.95,1.94,85,124.307,0.5145,6.316,1.984,ATPG_049,SCAN_AT_SPEED,FAIL,TIMING,-0.0178
1019,LOT_B002,W002,D0002,0.95,1.96,85,125.458,0.5463,5.93,1.721,ATPG_028,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.0378
1020,LOT_B002,W002,D0002,0.95,1.98,85,124.884,0.4967,6.282,1.739,ATPG_030,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.0578
1021,LOT_B002,W002,D0002,0.95,2.0,85,126.688,0.4952,6.434,1.749,ATPG_053,SCAN_AT_SPEED,FAIL,TIMING,-0.0778
1022,LOT_B002,W002,D0002,0.95,2.02,85,127.753,0.5187,6.879,1.889,ATPG_080,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.0978
1023,LOT_B002,W002,D0002,0.95,2.04,85,129.809,0.4347,6.549,1.742,ATPG_039,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.1178
1024,LOT_B002,W002,D0002,0.95,2.06,85,129.282,0.5003,6.289,1.732,ATPG_095,SCAN_AT_SPEED,FAIL,TIMING,-0.1378
1025,LOT_B002,W002,D0002,0.95,2.08,85,127.765,0.4872,6.521,1.835,ATPG_083,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.1578
1026,LOT_B002,W002,D0002,0.95,2.1,85,126.355,0.4976,6.078,1.981,ATPG_029,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.1778
1027,LOT_B002,W002,D0002,0.95,2.12,85,129.013,0.4449,6.592,1.842,ATPG_074,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.1978
1028,LOT_B002,W002,D0002,0.95,2.14,85,132.141,0.4952,6.418,1.777,ATPG_018,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.2178
1029,LOT_B002,W002,D0002,0.95,2.16,85,133.759,0.4344,6.754,1.744,ATPG_042,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.2378
1030,LOT_B002,W002,D0002,0.95,2.18,85,132.505,0.4607,6.502,1.974,ATPG_044,SCAN_AT_SPEED,FAIL,TIMING,-0.2578
1031,LOT_B002,W002,D0002,0.95,2.2,85,132.473,0.4377,6.327,1.899,ATPG_020,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.2778
1032,LOT_B002,W002,D0002,0.95,2.22,85,134.556,0.4403,6.434,1.92,ATPG_092,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.2978
1033,LOT_B002,W002,D0002,0.95,2.24,85,134.76,0.4365,6.407,1.945,ATPG_067,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.3178
1034,LOT_B002,W002,D0002,0.95,2.26,85,135.061,0.4133,6.416,1.854,ATPG_057,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.3378
1035,LOT_B002,W002,D0002,0.95,2.28,85,133.017,0.4352,6.397,1.717,ATPG_051,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.3578
1036,LOT_B002,W002,D0002,0.95,2.3,85,139.151,0.4187,6.603,1.845,ATPG_064,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.3778
1037,LOT_B002,W002,D0002,0.95,2.32,85,136.041,0.4641,6.464,1.738,ATPG_044,SCAN_AT_SPEED,FAIL,TIMING,-0.3978
1038,LOT_B002,W002,D0002,0.95,2.34,85,139.116,0.4195,6.397,1.817,ATPG_055,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.4178
1039,LOT_B002,W002,D0002,0.95,2.36,85,141.5,0.3942,6.81,1.889,ATPG_049,SCAN_AT_SPEED,FAIL,TIMING,-0.4378
1040,LOT_B002,W002,D0002,0.95,2.38,85,139.837,0.3934,6.481,1.835,ATPG_090,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.4578
1041,LOT_B002,W002,D0002,0.97,0.8,85,78.533,1.2447,6.599,1.929,ATPG_030,SCAN_AT_SPEED,PASS,NA,1.1961
1042,LOT_B002,W002,D0002,0.97,0.82,85,83.889,1.2223,6.661,1.89,ATPG_072,SCAN_AT_SPEED,PASS,NA,1.1761
1043,LOT_B002,W002,D0002,0.97,0.84,85,84.884,1.1901,6.027,1.915,ATPG_027,SCAN_AT_SPEED,PASS,NA,1.1561
1044,LOT_B002,W002,D0002,0.97,0.86,85,83.156,1.1747,6.522,1.995,ATPG_083,SCAN_AT_SPEED,PASS,NA,1.1361
1045,LOT_B002,W002,D0002,0.97,0.88,85,81.432,1.1492,6.678,1.949,ATPG_007,SCAN_AT_SPEED,PASS,NA,1.1161
1046,LOT_B002,W002,D0002,0.97,0.9,85,82.288,1.1234,6.896,1.709,ATPG_026,SCAN_AT_SPEED,PASS,NA,1.0961
1047,LOT_B002,W002,D0002,0.97,0.92,85,85.926,1.0883,6.544,1.832,ATPG_023,SCAN_AT_SPEED,PASS,NA,1.0761
1048,LOT_B002,W002,D0002,0.97,0.94,85,90.275,1.0558,6.736,1.971,ATPG_038,SCAN_AT_SPEED,PASS,NA,1.0561
1049,LOT_B002,W002,D0002,0.97,0.96,85,90.409,1.0273,6.731,1.765,ATPG_088,SCAN_AT_SPEED,PASS,NA,1.0361
1050,LOT_B002,W002,D0002,0.97,0.98,85,88.432,1.0329,6.545,1.986,ATPG_058,SCAN_AT_SPEED,PASS,NA,1.0161
1051,LOT_B002,W002,D0002,0.97,1.0,85,89.165,0.998,6.711,1.745,ATPG_039,SCAN_AT_SPEED,PASS,NA,0.9961
1052,LOT_B002,W002,D0002,0.97,1.02,85,91.443,1.0225,6.413,1.933,ATPG_089,SCAN_AT_SPEED,PASS,NA,0.9761
1053,LOT_B002,W002,D0002,0.97,1.04,85,89.705,0.9655,6.363,1.826,ATPG_009,SCAN_AT_SPEED,PASS,NA,0.9561
1054,LOT_B002,W002,D0002,0.97,1.06,85,91.929,0.9625,6.348,1.876,ATPG_003,SCAN_AT_SPEED,PASS,NA,0.9361
1055,LOT_B002,W002,D0002,0.97,1.08,85,88.362,0.9224,6.466,1.992,ATPG_067,SCAN_AT_SPEED,PASS,NA,0.9161
1056,LOT_B002,W002,D0002,0.97,1.1,85,88.987,0.9141,6.767,1.724,ATPG_092,SCAN_AT_SPEED,PASS,NA,0.8961
1057,LOT_B002,W002,D0002,0.97,1.12,85,93.319,0.8964,6.525,1.999,ATPG_002,SCAN_AT_SPEED,PASS,NA,0.8761
1058,LOT_B002,W002,D0002,0.97,1.14,85,91.22,0.8623,6.46,1.784,ATPG_058,SCAN_AT_SPEED,PASS,NA,0.8561
1059,LOT_B002,W002,D0002,0.97,1.16,85,93.408,0.841,6.541,1.781,ATPG_060,SCAN_AT_SPEED,PASS,NA,0.8361
1060,LOT_B002,W002,D0002,0.97,1.18,85,97.915,0.858,6.785,1.744,ATPG_066,SCAN_AT_SPEED,PASS,NA,0.8161
1061,LOT_B002,W002,D0002,0.97,1.2,85,99.11,0.8491,6.753,1.887,ATPG_067,SCAN_AT_SPEED,PASS,NA,0.7961
1062,LOT_B002,W002,D0002,0.97,1.22,85,97.862,0.8445,6.515,1.984,ATPG_021,SCAN_AT_SPEED,PASS,NA,0.7761
1063,LOT_B002,W002,D0002,0.97,1.24,85,97.009,0.8112,6.6,1.907,ATPG_070,SCAN_AT_SPEED,PASS,NA,0.7561
1064,LOT_B002,W002,D0002,0.97,1.26,85,97.73,0.8046,6.693,1.76,ATPG_003,SCAN_AT_SPEED,PASS,NA,0.7361
1065,LOT_B002,W002,D0002,0.97,1.28,85,95.71,0.7858,6.812,1.861,ATPG_086,SCAN_AT_SPEED,PASS,NA,0.7161
1066,LOT_B002,W002,D0002,0.97,1.3,85,100.345,0.7715,6.739,1.9,ATPG_011,SCAN_AT_SPEED,PASS,NA,0.6961
1067,LOT_B002,W002,D0002,0.97,1.32,85,101.976,0.7632,6.568,1.945,ATPG_021,SCAN_AT_SPEED,PASS,NA,0.6761
1068,LOT_B002,W002,D0002,0.97,1.34,85,103.06,0.7862,6.602,1.93,ATPG_020,SCAN_AT_SPEED,PASS,NA,0.6561
1069,LOT_B002,W002,D0002,0.97,1.36,85,104.733,0.7579,6.486,1.764,ATPG_070,SCAN_AT_SPEED,PASS,NA,0.6361
1070,LOT_B002,W002,D0002,0.97,1.38,85,103.774,0.7253,6.437,1.888,ATPG_048,SCAN_AT_SPEED,PASS,NA,0.6161
1071,LOT_B002,W002,D0002,0.97,1.4,85,105.552,0.7276,6.63,1.96,ATPG_077,SCAN_AT_SPEED,PASS,NA,0.5961
1072,LOT_B002,W002,D0002,0.97,1.42,85,103.429,0.7448,6.995,1.727,ATPG_088,SCAN_AT_SPEED,PASS,NA,0.5761
1073,LOT_B002,W002,D0002,0.97,1.44,85,105.617,0.6759,6.611,1.705,ATPG_076,SCAN_AT_SPEED,PASS,NA,0.5561
1074,LOT_B002,W002,D0002,0.97,1.46,85,106.403,0.7106,6.295,1.937,ATPG_050,SCAN_AT_SPEED,PASS,NA,0.5361
1075,LOT_B002,W002,D0002,0.97,1.48,85,106.877,0.6978,6.497,1.941,ATPG_036,SCAN_AT_SPEED,PASS,NA,0.5161
1076,LOT_B002,W002,D0002,0.97,1.5,85,106.685,0.6871,6.647,1.738,ATPG_018,SCAN_AT_SPEED,PASS,NA,0.4961
1077,LOT_B002,W002,D0002,0.97,1.52,85,106.959,0.681,6.569,1.874,ATPG_016,SCAN_AT_SPEED,PASS,NA,0.4761
1078,LOT_B002,W002,D0002,0.97,1.54,85,109.447,0.6497,6.724,1.861,ATPG_033,SCAN_AT_SPEED,PASS,NA,0.4561
1079,LOT_B002,W002,D0002,0.97,1.56,85,113.201,0.6627,6.671,1.802,ATPG_020,SCAN_AT_SPEED,PASS,NA,0.4361
1080,LOT_B002,W002,D0002,0.97,1.58,85,110.176,0.6562,6.527,1.8,ATPG_033,SCAN_AT_SPEED,PASS,NA,0.4161
1081,LOT_B002,W002,D0002,0.97,1.6,85,112.877,0.6291,6.638,1.858,ATPG_061,SCAN_AT_SPEED,PASS,NA,0.3961
1082,LOT_B002,W002,D0002,0.97,1.62,85,114.457,0.6093,6.542,1.985,ATPG_025,SCAN_AT_SPEED,PASS,NA,0.3761
1083,LOT_B002,W002,D0002,0.97,1.64,85,112.458,0.5811,6.694,1.907,ATPG_091,SCAN_AT_SPEED,PASS,NA,0.3561
1084,LOT_B002,W002,D0002,0.97,1.66,85,113.887,0.6391,7.025,1.807,ATPG_099,SCAN_AT_SPEED,PASS,NA,0.3361
1085,LOT_B002,W002,D0002,0.97,1.68,85,114.986,0.578,6.67,1.837,ATPG_021,SCAN_AT_SPEED,PASS,NA,0.3161
1086,LOT_B002,W002,D0002,0.97,1.7,85,114.338,0.5919,6.528,1.899,ATPG_020,SCAN_AT_SPEED,PASS,NA,0.2961
1087,LOT_B002,W002,D0002,0.97,1.72,85,119.591,0.5965,6.511,1.761,ATPG_038,SCAN_AT_SPEED,PASS,NA,0.2761
1088,LOT_B002,W002,D0002,0.97,1.74,85,113.684,0.6223,6.382,1.945,ATPG_098,SCAN_AT_SPEED,PASS,NA,0.2561
1089,LOT_B002,W002,D0002,0.97,1.76,85,119.206,0.542,6.504,1.785,ATPG_054,SCAN_AT_SPEED,PASS,NA,0.2361
1090,LOT_B002,W002,D0002,0.97,1.78,85,118.466,0.5352,6.589,1.725,ATPG_096,SCAN_AT_SPEED,PASS,NA,0.2161
1091,LOT_B002,W002,D0002,0.97,1.8,85,121.2,0.5214,6.555,1.911,ATPG_024,SCAN_AT_SPEED,PASS,NA,0.1961
1092,LOT_B002,W002,D0002,0.97,1.82,85,121.281,0.5524,6.519,1.734,ATPG_099,SCAN_AT_SPEED,PASS,NA,0.1761
1093,LOT_B002,W002,D0002,0.97,1.84,85,123.588,0.5492,6.519,1.918,ATPG_099,SCAN_AT_SPEED,PASS,NA,0.1561
1094,LOT_B002,W002,D0002,0.97,1.86,85,124.19,0.5225,6.501,1.813,ATPG_019,SCAN_AT_SPEED,PASS,NA,0.1361
1095,LOT_B002,W002,D0002,0.97,1.88,85,122.544,0.5515,6.645,1.892,ATPG_079,SCAN_AT_SPEED,PASS,NA,0.1161
1096,LOT_B002,W002,D0002,0.97,1.9,85,120.694,0.5381,6.632,1.941,ATPG_086,SCAN_AT_SPEED,PASS,NA,0.0961
1097,LOT_B002,W002,D0002,0.97,1.92,85,125.262,0.51,6.59,1.927,ATPG_075,SCAN_AT_SPEED,PASS,NA,0.0761
1098,LOT_B002,W002,D0002,0.97,1.94,85,125.954,0.508,6.58,1.998,ATPG_050,SCAN_AT_SPEED,PASS,NA,0.0561
1099,LOT_B002,W002,D0002,0.97,1.96,85,128.411,0.5276,7.064,1.741,ATPG_011,SCAN_AT_SPEED,PASS,NA,0.0361
1100,LOT_B002,W002,D0002,0.97,1.98,85,128.722,0.5048,6.758,1.705,ATPG_086,SCAN_AT_SPEED,PASS,NA,0.0161
1101,LOT_B002,W002,D0002,0.97,2.0,85,124.87,0.4485,6.453,1.996,ATPG_023,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.0039
1102,LOT_B002,W002,D0002,0.97,2.02,85,127.762,0.4981,6.488,1.951,ATPG_021,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.0239
1103,LOT_B002,W002,D0002,0.97,2.04,85,125.462,0.4914,6.752,1.85,ATPG_098,SCAN_AT_SPEED,FAIL,TIMING,-0.0439
1104,LOT_B002,W002,D0002,0.97,2.06,85,133.518,0.5048,6.459,1.741,ATPG_094,SCAN_AT_SPEED,FAIL,TIMING,-0.0639
1105,LOT_B002,W002,D0002,0.97,2.08,85,130.811,0.4981,6.789,1.978,ATPG_082,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.0839
1106,LOT_B002,W002,D0002,0.97,2.1,85,129.941,0.463,6.802,1.905,ATPG_082,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.1039
1107,LOT_B002,W002,D0002,0.97,2.12,85,134.674,0.4631,6.463,1.81,ATPG_053,SCAN_AT_SPEED,FAIL,TIMING,-0.1239
1108,LOT_B002,W002,D0002,0.97,2.14,85,133.788,0.4919,6.474,1.822,ATPG_047,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.1439
1109,LOT_B002,W002,D0002,0.97,2.16,85,132.184,0.445,6.54,1.996,ATPG_039,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.1639
1110,LOT_B002,W002,D0002,0.97,2.18,85,135.191,0.4142,6.605,1.848,ATPG_082,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.1839
1111,LOT_B002,W002,D0002,0.97,2.2,85,132.816,0.4758,6.637,1.893,ATPG_069,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.2039
1112,LOT_B002,W002,D0002,0.97,2.22,85,135.385,0.4234,6.227,1.9,ATPG_011,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.2239
1113,LOT_B002,W002,D0002,0.97,2.24,85,137.108,0.4637,6.415,1.882,ATPG_071,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.2439
1114,LOT_B002,W002,D0002,0.97,2.26,85,139.308,0.4453,6.786,1.786,ATPG_048,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.2639
1115,LOT_B002,W002,D0002,0.97,2.28,85,138.362,0.4815,6.545,1.899,ATPG_027,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.2839
1116,LOT_B002,W002,D0002,0.97,2.3,85,141.029,0.4293,6.521,1.955,ATPG_078,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.3039
1117,LOT_B002,W002,D0002,0.97,2.32,85,139.681,0.4233,6.322,1.97,ATPG_003,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.3239
1118,LOT_B002,W002,D0002,0.97,2.34,85,142.554,0.4672,6.48,1.951,ATPG_094,SCAN_AT_SPEED,FAIL,TIMING,-0.3439
1119,LOT_B002,W002,D0002,0.97,2.36,85,144.365,0.4265,6.914,1.941,ATPG_055,SCAN_AT_SPEED,FAIL,TIMING,-0.3639
1120,LOT_B002,W002,D0002,0.97,2.38,85,144.698,0.4336,6.411,1.871,ATPG_096,SCAN_AT_SPEED,FAIL,TIMING,-0.3839
1121,LOT_B002,W002,D0002,0.98,0.8,85,83.48,1.2395,6.611,1.923,ATPG_057,SCAN_AT_SPEED,PASS,NA,1.223
1122,LOT_B002,W002,D0002,0.98,0.82,85,79.99,1.2438,6.868,1.812,ATPG_071,SCAN_AT_SPEED,PASS,NA,1.203
1123,LOT_B002,W002,D0002,0.98,0.84,85,84.991,1.2195,6.602,1.846,ATPG_022,SCAN_AT_SPEED,PASS,NA,1.183
1124,LOT_B002,W002,D0002,0.98,0.86,85,84.183,1.1562,6.42,1.809,ATPG_049,SCAN_AT_SPEED,PASS,NA,1.163
1125,LOT_B002,W002,D0002,0.98,0.88,85,84.501,1.1592,6.559,1.857,ATPG_079,SCAN_AT_SPEED,PASS,NA,1.143
1126,LOT_B002,W002,D0002,0.98,0.9,85,83.449,1.0894,6.889,1.869,ATPG_052,SCAN_AT_SPEED,PASS,NA,1.123
1127,LOT_B002,W002,D0002,0.98,0.92,85,84.941,1.0883,6.617,1.885,ATPG_058,SCAN_AT_SPEED,PASS,NA,1.103
1128,LOT_B002,W002,D0002,0.98,0.94,85,82.649,1.0615,6.798,1.84,ATPG_013,SCAN_AT_SPEED,PASS,NA,1.083
1129,LOT_B002,W002,D0002,0.98,0.96,85,88.766,1.0274,6.37,1.826,ATPG_025,SCAN_AT_SPEED,PASS,NA,1.063
1130,LOT_B002,W002,D0002,0.98,0.98,85,87.002,1.017,6.765,1.786,ATPG_078,SCAN_AT_SPEED,PASS,NA,1.043
1131,LOT_B002,W002,D0002,0.98,1.0,85,86.48,1.0259,6.93,1.947,ATPG_035,SCAN_AT_SPEED,PASS,NA,1.023
1132,LOT_B002,W002,D0002,0.98,1.02,85,90.382,1.014,6.696,1.78,ATPG_068,SCAN_AT_SPEED,PASS,NA,1.003
1133,LOT_B002,W002,D0002,0.98,1.04,85,89.308,0.9568,6.663,1.711,ATPG_064,SCAN_AT_SPEED,PASS,NA,0.983
1134,LOT_B002,W002,D0002,0.98,1.06,85,90.977,0.9552,6.959,1.976,ATPG_055,SCAN_AT_SPEED,PASS,NA,0.963
1135,LOT_B002,W002,D0002,0.98,1.08,85,92.2,0.9297,6.566,1.84,ATPG_077,SCAN_AT_SPEED,PASS,NA,0.943
1136,LOT_B002,W002,D0002,0.98,1.1,85,97.466,0.9249,6.801,1.89,ATPG_017,SCAN_AT_SPEED,PASS,NA,0.923
1137,LOT_B002,W002,D0002,0.98,1.12,85,92.63,0.902,6.418,1.882,ATPG_079,SCAN_AT_SPEED,PASS,NA,0.903
1138,LOT_B002,W002,D0002,0.98,1.14,85,96.15,0.8915,6.769,1.708,ATPG_014,SCAN_AT_SPEED,PASS,NA,0.883
1139,LOT_B002,W002,D0002,0.98,1.16,85,100.261,0.8725,6.723,1.853,ATPG_099,SCAN_AT_SPEED,PASS,NA,0.863
1140,LOT_B002,W002,D0002,0.98,1.18,85,94.508,0.8306,6.854,1.824,ATPG_062,SCAN_AT_SPEED,PASS,NA,0.843
1141,LOT_B002,W002,D0002,0.98,1.2,85,97.306,0.8405,6.468,1.833,ATPG_091,SCAN_AT_SPEED,PASS,NA,0.823
1142,LOT_B002,W002,D0002,0.98,1.22,85,96.496,0.8283,6.28,1.965,ATPG_027,SCAN_AT_SPEED,PASS,NA,0.803
1143,LOT_B002,W002,D0002,0.98,1.24,85,100.271,0.8083,6.763,1.898,ATPG_093,SCAN_AT_SPEED,PASS,NA,0.783
1144,LOT_B002,W002,D0002,0.98,1.26,85,99.651,0.8125,6.264,1.819,ATPG_008,SCAN_AT_SPEED,PASS,NA,0.763
1145,LOT_B002,W002,D0002,0.98,1.28,85,99.397,0.7744,6.801,1.932,ATPG_073,SCAN_AT_SPEED,PASS,NA,0.743
1146,LOT_B002,W002,D0002,0.98,1.3,85,99.653,0.7879,6.83,1.731,ATPG_018,SCAN_AT_SPEED,PASS,NA,0.723
1147,LOT_B002,W002,D0002,0.98,1.32,85,98.222,0.7265,6.783,1.916,ATPG_069,SCAN_AT_SPEED,PASS,NA,0.703
1148,LOT_B002,W002,D0002,0.98,1.34,85,102.611,0.753,6.869,1.866,ATPG_010,SCAN_AT_SPEED,PASS,NA,0.683
1149,LOT_B002,W002,D0002,0.98,1.36,85,106.268,0.7554,6.867,1.776,ATPG_009,SCAN_AT_SPEED,PASS,NA,0.663
1150,LOT_B002,W002,D0002,0.98,1.38,85,104.269,0.7345,6.576,1.845,ATPG_020,SCAN_AT_SPEED,PASS,NA,0.643
1151,LOT_B002,W002,D0002,0.98,1.4,85,104.962,0.6832,6.814,1.715,ATPG_031,SCAN_AT_SPEED,PASS,NA,0.623
1152,LOT_B002,W002,D0002,0.98,1.42,85,110.729,0.7068,6.657,1.769,ATPG_062,SCAN_AT_SPEED,PASS,NA,0.603
1153,LOT_B002,W002,D0002,0.98,1.44,85,105.948,0.6778,6.406,1.906,ATPG_084,SCAN_AT_SPEED,PASS,NA,0.583
1154,LOT_B002,W002,D0002,0.98,1.46,85,107.193,0.7008,6.793,1.807,ATPG_017,SCAN_AT_SPEED,PASS,NA,0.563
1155,LOT_B002,W002,D0002,0.98,1.48,85,108.926,0.6857,6.867,1.894,ATPG_062,SCAN_AT_SPEED,PASS,NA,0.543
1156,LOT_B002,W002,D0002,0.98,1.5,85,111.303,0.6812,6.809,1.925,ATPG_062,SCAN_AT_SPEED,PASS,NA,0.523
1157,LOT_B002,W002,D0002,0.98,1.52,85,114.015,0.7087,6.565,1.887,ATPG_040,SCAN_AT_SPEED,PASS,NA,0.503
1158,LOT_B002,W002,D0002,0.98,1.54,85,110.253,0.6431,6.31,1.783,ATPG_083,SCAN_AT_SPEED,PASS,NA,0.483
1159,LOT_B002,W002,D0002,0.98,1.56,85,111.781,0.6568,6.461,1.817,ATPG_010,SCAN_AT_SPEED,PASS,NA,0.463
1160,LOT_B002,W002,D0002,0.98,1.58,85,111.286,0.6199,6.474,1.724,ATPG_021,SCAN_AT_SPEED,PASS,NA,0.443
1161,LOT_B002,W002,D0002,0.98,1.6,85,113.941,0.6383,6.779,1.975,ATPG_024,SCAN_AT_SPEED,PASS,NA,0.423
1162,LOT_B002,W002,D0002,0.98,1.62,85,114.735,0.6244,6.617,1.709,ATPG_023,SCAN_AT_SPEED,PASS,NA,0.403
1163,LOT_B002,W002,D0002,0.98,1.64,85,113.734,0.6108,6.345,1.954,ATPG_075,SCAN_AT_SPEED,PASS,NA,0.383
1164,LOT_B002,W002,D0002,0.98,1.66,85,115.442,0.6173,6.371,1.842,ATPG_002,SCAN_AT_SPEED,PASS,NA,0.363
1165,LOT_B002,W002,D0002,0.98,1.68,85,118.629,0.6007,6.787,1.919,ATPG_016,SCAN_AT_SPEED,PASS,NA,0.343
1166,LOT_B002,W002,D0002,0.98,1.7,85,116.198,0.5802,6.529,1.735,ATPG_019,SCAN_AT_SPEED,PASS,NA,0.323
1167,LOT_B002,W002,D0002,0.98,1.72,85,118.496,0.5579,6.821,1.966,ATPG_070,SCAN_AT_SPEED,PASS,NA,0.303
1168,LOT_B002,W002,D0002,0.98,1.74,85,115.764,0.5739,6.745,1.726,ATPG_066,SCAN_AT_SPEED,PASS,NA,0.283
1169,LOT_B002,W002,D0002,0.98,1.76,85,115.482,0.5684,6.428,1.833,ATPG_065,SCAN_AT_SPEED,PASS,NA,0.263
1170,LOT_B002,W002,D0002,0.98,1.78,85,119.42,0.5412,6.262,1.708,ATPG_097,SCAN_AT_SPEED,PASS,NA,0.243
1171,LOT_B002,W002,D0002,0.98,1.8,85,118.809,0.5525,6.56,1.926,ATPG_031,SCAN_AT_SPEED,PASS,NA,0.223
1172,LOT_B002,W002,D0002,0.98,1.82,85,119.812,0.5556,6.436,1.746,ATPG_026,SCAN_AT_SPEED,PASS,NA,0.203
1173,LOT_B002,W002,D0002,0.98,1.84,85,119.581,0.5449,6.644,1.897,ATPG_036,SCAN_AT_SPEED,PASS,NA,0.183
1174,LOT_B002,W002,D0002,0.98,1.86,85,123.564,0.5125,6.985,1.891,ATPG_089,SCAN_AT_SPEED,PASS,NA,0.163
1175,LOT_B002,W002,D0002,0.98,1.88,85,123.334,0.5364,6.753,1.781,ATPG_046,SCAN_AT_SPEED,PASS,NA,0.143
1176,LOT_B002,W002,D0002,0.98,1.9,85,124.491,0.5392,6.822,1.962,ATPG_092,SCAN_AT_SPEED,PASS,NA,0.123
1177,LOT_B002,W002,D0002,0.98,1.92,85,125.771,0.5555,6.478,1.841,ATPG_074,SCAN_AT_SPEED,PASS,NA,0.103
1178,LOT_B002,W002,D0002,0.98,1.94,85,124.074,0.4939,6.493,1.909,ATPG_033,SCAN_AT_SPEED,PASS,NA,0.083
1179,LOT_B002,W002,D0002,0.98,1.96,85,125.873,0.5026,6.176,1.973,ATPG_063,SCAN_AT_SPEED,PASS,NA,0.063
1180,LOT_B002,W002,D0002,0.98,1.98,85,128.144,0.5251,6.63,1.879,ATPG_012,SCAN_AT_SPEED,PASS,NA,0.043
1181,LOT_B002,W002,D0002,0.98,2.0,85,133.274,0.4704,6.682,1.842,ATPG_084,SCAN_AT_SPEED,PASS,NA,0.023
1182,LOT_B002,W002,D0002,0.98,2.02,85,129.398,0.4915,6.445,1.961,ATPG_074,SCAN_AT_SPEED,PASS,NA,0.003
1183,LOT_B002,W002,D0002,0.98,2.04,85,130.767,0.493,6.542,1.902,ATPG_058,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.017
1184,LOT_B002,W002,D0002,0.98,2.06,85,129.724,0.5211,6.421,1.734,ATPG_050,SCAN_AT_SPEED,FAIL,TIMING,-0.037
1185,LOT_B002,W002,D0002,0.98,2.08,85,131.563,0.4593,7.248,1.946,ATPG_070,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.057
1186,LOT_B002,W002,D0002,0.98,2.1,85,131.586,0.5013,6.624,1.831,ATPG_036,SCAN_AT_SPEED,FAIL,FREQ_MARGIN,-0.077
