Point_ID,Lot_ID,Wafer_ID,Die_ID,VDD_V,Frequency_GHz,Test_Result,Failure_Code,March_Algorithm,Memory_Instance
567,LOT_M10,W01,D0003,1.11,1.18,PASS,NA,March_RAW,SRAM_SRAM2
568,LOT_M10,W01,D0003,1.11,1.24,PASS,NA,March_RAW,SRAM_SRAM1
569,LOT_M10,W01,D0003,1.11,1.31,PASS,NA,March_C_minus,SRAM_SRAM2
570,LOT_M10,W01,D0003,1.11,1.37,PASS,NA,March_SS,SRAM_SRAM0
571,LOT_M10,W01,D0003,1.11,1.43,PASS,NA,March_C_minus,SRAM_SRAM0
572,LOT_M10,W01,D0003,1.11,1.49,PASS,NA,March_C_minus,SRAM_SRAM2
573,LOT_M10,W01,D0003,1.11,1.56,PASS,NA,March_RAW,SRAM_SRAM1
574,LOT_M10,W01,D0003,1.11,1.62,PASS,NA,March_SS,SRAM_SRAM1
575,LOT_M10,W01,D0003,1.11,1.68,PASS,NA,March_C_minus,SRAM_SRAM0
576,LOT_M10,W01,D0003,1.11,1.75,PASS,NA,March_RAW,SRAM_SRAM0
577,LOT_M10,W01,D0003,1.11,1.81,PASS,NA,March_C_minus,SRAM_SRAM0
578,LOT_M10,W01,D0003,1.11,1.87,PASS,NA,March_SS,SRAM_SRAM1
579,LOT_M10,W01,D0003,1.11,1.94,PASS,NA,March_RAW,SRAM_SRAM0
580,LOT_M10,W01,D0003,1.11,2.0,PASS,NA,March_C_minus,SRAM_SRAM2
581,LOT_M10,W01,D0003,1.15,0.8,PASS,NA,March_C_minus,SRAM_SRAM0
582,LOT_M10,W01,D0003,1.15,0.86,PASS,NA,March_SS,SRAM_SRAM2
583,LOT_M10,W01,D0003,1.15,0.93,PASS,NA,March_RAW,SRAM_SRAM2
584,LOT_M10,W01,D0003,1.15,0.99,PASS,NA,March_RAW,SRAM_SRAM1
585,LOT_M10,W01,D0003,1.15,1.05,PASS,NA,March_SS,SRAM_SRAM0
586,LOT_M10,W01,D0003,1.15,1.12,PASS,NA,March_C_minus,SRAM_SRAM0
587,LOT_M10,W01,D0003,1.15,1.18,PASS,NA,March_C_minus,SRAM_SRAM1
588,LOT_M10,W01,D0003,1.15,1.24,PASS,NA,March_RAW,SRAM_SRAM1
589,LOT_M10,W01,D0003,1.15,1.31,PASS,NA,March_C_minus,SRAM_SRAM1
590,LOT_M10,W01,D0003,1.15,1.37,PASS,NA,March_RAW,SRAM_SRAM2
591,LOT_M10,W01,D0003,1.15,1.43,PASS,NA,March_SS,SRAM_SRAM1
592,LOT_M10,W01,D0003,1.15,1.49,PASS,NA,March_SS,SRAM_SRAM0
593,LOT_M10,W01,D0003,1.15,1.56,PASS,NA,March_SS,SRAM_SRAM1
594,LOT_M10,W01,D0003,1.15,1.62,PASS,NA,March_SS,SRAM_SRAM2
595,LOT_M10,W01,D0003,1.15,1.68,PASS,NA,March_RAW,SRAM_SRAM0
596,LOT_M10,W01,D0003,1.15,1.75,PASS,NA,March_C_minus,SRAM_SRAM2
597,LOT_M10,W01,D0003,1.15,1.81,PASS,NA,March_RAW,SRAM_SRAM2
598,LOT_M10,W01,D0003,1.15,1.87,PASS,NA,March_SS,SRAM_SRAM1
599,LOT_M10,W01,D0003,1.15,1.94,PASS,NA,March_RAW,SRAM_SRAM1
600,LOT_M10,W01,D0003,1.15,2.0,PASS,NA,March_SS,SRAM_SRAM0
601,LOT_M10,W01,D0004,0.75,0.8,PASS,NA,March_RAW,SRAM_SRAM2
602,LOT_M10,W01,D0004,0.75,0.86,PASS,NA,March_SS,SRAM_SRAM2
603,LOT_M10,W01,D0004,0.75,0.93,PASS,NA,March_C_minus,SRAM_SRAM0
604,LOT_M10,W01,D0004,0.75,0.99,PASS,NA,March_C_minus,SRAM_SRAM2
605,LOT_M10,W01,D0004,0.75,1.05,PASS,NA,March_RAW,SRAM_SRAM2
606,LOT_M10,W01,D0004,0.75,1.12,PASS,NA,March_RAW,SRAM_SRAM2
607,LOT_M10,W01,D0004,0.75,1.18,PASS,NA,March_C_minus,SRAM_SRAM1
608,LOT_M10,W01,D0004,0.75,1.24,PASS,NA,March_C_minus,SRAM_SRAM2
609,LOT_M10,W01,D0004,0.75,1.31,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM2
610,LOT_M10,W01,D0004,0.75,1.37,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM1
611,LOT_M10,W01,D0004,0.75,1.43,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM1
612,LOT_M10,W01,D0004,0.75,1.49,FAIL,RETENTION_FAULT,March_C_minus,SRAM_SRAM1
613,LOT_M10,W01,D0004,0.75,1.56,FAIL,RETENTION_FAULT,March_RAW,SRAM_SRAM1
614,LOT_M10,W01,D0004,0.75,1.62,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM2
615,LOT_M10,W01,D0004,0.75,1.68,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM2
616,LOT_M10,W01,D0004,0.75,1.75,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM1
617,LOT_M10,W01,D0004,0.75,1.81,FAIL,COUPLING_FAULT,March_C_minus,SRAM_SRAM2
618,LOT_M10,W01,D0004,0.75,1.87,FAIL,ADDRESS_DECODE_FAULT,March_RAW,SRAM_SRAM2
619,LOT_M10,W01,D0004,0.75,1.94,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM0
620,LOT_M10,W01,D0004,0.75,2.0,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM0
621,LOT_M10,W01,D0004,0.79,0.8,PASS,NA,March_RAW,SRAM_SRAM1
622,LOT_M10,W01,D0004,0.79,0.86,PASS,NA,March_SS,SRAM_SRAM0
623,LOT_M10,W01,D0004,0.79,0.93,PASS,NA,March_SS,SRAM_SRAM1
624,LOT_M10,W01,D0004,0.79,0.99,PASS,NA,March_RAW,SRAM_SRAM1
625,LOT_M10,W01,D0004,0.79,1.05,PASS,NA,March_RAW,SRAM_SRAM0
626,LOT_M10,W01,D0004,0.79,1.12,PASS,NA,March_SS,SRAM_SRAM2
627,LOT_M10,W01,D0004,0.79,1.18,PASS,NA,March_C_minus,SRAM_SRAM1
628,LOT_M10,W01,D0004,0.79,1.24,PASS,NA,March_C_minus,SRAM_SRAM1
629,LOT_M10,W01,D0004,0.79,1.31,PASS,NA,March_C_minus,SRAM_SRAM0
630,LOT_M10,W01,D0004,0.79,1.37,PASS,NA,March_RAW,SRAM_SRAM0
631,LOT_M10,W01,D0004,0.79,1.43,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM1
632,LOT_M10,W01,D0004,0.79,1.49,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM1
633,LOT_M10,W01,D0004,0.79,1.56,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM2
634,LOT_M10,W01,D0004,0.79,1.62,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM1
635,LOT_M10,W01,D0004,0.79,1.68,FAIL,STUCK_AT,March_SS,SRAM_SRAM0
636,LOT_M10,W01,D0004,0.79,1.75,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM0
637,LOT_M10,W01,D0004,0.79,1.81,FAIL,STUCK_AT,March_RAW,SRAM_SRAM0
638,LOT_M10,W01,D0004,0.79,1.87,FAIL,RETENTION_FAULT,March_RAW,SRAM_SRAM0
639,LOT_M10,W01,D0004,0.79,1.94,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM0
640,LOT_M10,W01,D0004,0.79,2.0,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM1
641,LOT_M10,W01,D0004,0.84,0.8,PASS,NA,March_SS,SRAM_SRAM0
642,LOT_M10,W01,D0004,0.84,0.86,PASS,NA,March_SS,SRAM_SRAM1
643,LOT_M10,W01,D0004,0.84,0.93,PASS,NA,March_SS,SRAM_SRAM1
644,LOT_M10,W01,D0004,0.84,0.99,PASS,NA,March_SS,SRAM_SRAM2
645,LOT_M10,W01,D0004,0.84,1.05,PASS,NA,March_C_minus,SRAM_SRAM2
646,LOT_M10,W01,D0004,0.84,1.12,PASS,NA,March_C_minus,SRAM_SRAM2
647,LOT_M10,W01,D0004,0.84,1.18,PASS,NA,March_SS,SRAM_SRAM0
648,LOT_M10,W01,D0004,0.84,1.24,PASS,NA,March_C_minus,SRAM_SRAM2
649,LOT_M10,W01,D0004,0.84,1.31,PASS,NA,March_RAW,SRAM_SRAM0
650,LOT_M10,W01,D0004,0.84,1.37,PASS,NA,March_RAW,SRAM_SRAM2
651,LOT_M10,W01,D0004,0.84,1.43,PASS,NA,March_RAW,SRAM_SRAM1
652,LOT_M10,W01,D0004,0.84,1.49,PASS,NA,March_SS,SRAM_SRAM2
653,LOT_M10,W01,D0004,0.84,1.56,PASS,NA,March_RAW,SRAM_SRAM1
654,LOT_M10,W01,D0004,0.84,1.62,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM0
655,LOT_M10,W01,D0004,0.84,1.68,FAIL,RETENTION_FAULT,March_SS,SRAM_SRAM2
656,LOT_M10,W01,D0004,0.84,1.75,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM0
657,LOT_M10,W01,D0004,0.84,1.81,FAIL,COUPLING_FAULT,March_C_minus,SRAM_SRAM2
658,LOT_M10,W01,D0004,0.84,1.87,FAIL,ADDRESS_DECODE_FAULT,March_SS,SRAM_SRAM0
659,LOT_M10,W01,D0004,0.84,1.94,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM0
660,LOT_M10,W01,D0004,0.84,2.0,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM1
661,LOT_M10,W01,D0004,0.88,0.8,PASS,NA,March_RAW,SRAM_SRAM2
662,LOT_M10,W01,D0004,0.88,0.86,PASS,NA,March_SS,SRAM_SRAM0
663,LOT_M10,W01,D0004,0.88,0.93,PASS,NA,March_RAW,SRAM_SRAM1
664,LOT_M10,W01,D0004,0.88,0.99,PASS,NA,March_SS,SRAM_SRAM1
665,LOT_M10,W01,D0004,0.88,1.05,PASS,NA,March_RAW,SRAM_SRAM0
666,LOT_M10,W01,D0004,0.88,1.12,PASS,NA,March_RAW,SRAM_SRAM2
667,LOT_M10,W01,D0004,0.88,1.18,PASS,NA,March_C_minus,SRAM_SRAM0
668,LOT_M10,W01,D0004,0.88,1.24,PASS,NA,March_C_minus,SRAM_SRAM1
669,LOT_M10,W01,D0004,0.88,1.31,PASS,NA,March_C_minus,SRAM_SRAM2
670,LOT_M10,W01,D0004,0.88,1.37,PASS,NA,March_C_minus,SRAM_SRAM2
671,LOT_M10,W01,D0004,0.88,1.43,PASS,NA,March_SS,SRAM_SRAM2
672,LOT_M10,W01,D0004,0.88,1.49,PASS,NA,March_RAW,SRAM_SRAM0
673,LOT_M10,W01,D0004,0.88,1.56,PASS,NA,March_C_minus,SRAM_SRAM2
674,LOT_M10,W01,D0004,0.88,1.62,PASS,NA,March_C_minus,SRAM_SRAM1
675,LOT_M10,W01,D0004,0.88,1.68,PASS,NA,March_SS,SRAM_SRAM0
676,LOT_M10,W01,D0004,0.88,1.75,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM0
677,LOT_M10,W01,D0004,0.88,1.81,FAIL,COUPLING_FAULT,March_RAW,SRAM_SRAM1
678,LOT_M10,W01,D0004,0.88,1.87,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM1
679,LOT_M10,W01,D0004,0.88,1.94,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM2
680,LOT_M10,W01,D0004,0.88,2.0,FAIL,RETENTION_FAULT,March_SS,SRAM_SRAM1
681,LOT_M10,W01,D0004,0.93,0.8,PASS,NA,March_C_minus,SRAM_SRAM2
682,LOT_M10,W01,D0004,0.93,0.86,PASS,NA,March_C_minus,SRAM_SRAM2
683,LOT_M10,W01,D0004,0.93,0.93,PASS,NA,March_SS,SRAM_SRAM2
684,LOT_M10,W01,D0004,0.93,0.99,PASS,NA,March_RAW,SRAM_SRAM0
685,LOT_M10,W01,D0004,0.93,1.05,PASS,NA,March_SS,SRAM_SRAM2
686,LOT_M10,W01,D0004,0.93,1.12,PASS,NA,March_SS,SRAM_SRAM2
687,LOT_M10,W01,D0004,0.93,1.18,PASS,NA,March_RAW,SRAM_SRAM1
688,LOT_M10,W01,D0004,0.93,1.24,PASS,NA,March_RAW,SRAM_SRAM1
689,LOT_M10,W01,D0004,0.93,1.31,PASS,NA,March_RAW,SRAM_SRAM0
690,LOT_M10,W01,D0004,0.93,1.37,PASS,NA,March_SS,SRAM_SRAM2
691,LOT_M10,W01,D0004,0.93,1.43,PASS,NA,March_RAW,SRAM_SRAM0
692,LOT_M10,W01,D0004,0.93,1.49,PASS,NA,March_SS,SRAM_SRAM2
693,LOT_M10,W01,D0004,0.93,1.56,PASS,NA,March_C_minus,SRAM_SRAM2
694,LOT_M10,W01,D0004,0.93,1.62,PASS,NA,March_SS,SRAM_SRAM2
695,LOT_M10,W01,D0004,0.93,1.68,PASS,NA,March_RAW,SRAM_SRAM2
696,LOT_M10,W01,D0004,0.93,1.75,PASS,NA,March_RAW,SRAM_SRAM0
697,LOT_M10,W01,D0004,0.93,1.81,PASS,NA,March_C_minus,SRAM_SRAM1
698,LOT_M10,W01,D0004,0.93,1.87,PASS,NA,March_C_minus,SRAM_SRAM0
699,LOT_M10,W01,D0004,0.93,1.94,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM0
700,LOT_M10,W01,D0004,0.93,2.0,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM1
701,LOT_M10,W01,D0004,0.97,0.8,PASS,NA,March_RAW,SRAM_SRAM1
702,LOT_M10,W01,D0004,0.97,0.86,PASS,NA,March_SS,SRAM_SRAM1
703,LOT_M10,W01,D0004,0.97,0.93,PASS,NA,March_RAW,SRAM_SRAM2
704,LOT_M10,W01,D0004,0.97,0.99,PASS,NA,March_C_minus,SRAM_SRAM0
705,LOT_M10,W01,D0004,0.97,1.05,PASS,NA,March_SS,SRAM_SRAM2
706,LOT_M10,W01,D0004,0.97,1.12,PASS,NA,March_RAW,SRAM_SRAM2
707,LOT_M10,W01,D0004,0.97,1.18,PASS,NA,March_SS,SRAM_SRAM0
708,LOT_M10,W01,D0004,0.97,1.24,PASS,NA,March_SS,SRAM_SRAM0
709,LOT_M10,W01,D0004,0.97,1.31,PASS,NA,March_C_minus,SRAM_SRAM1
710,LOT_M10,W01,D0004,0.97,1.37,PASS,NA,March_C_minus,SRAM_SRAM0
711,LOT_M10,W01,D0004,0.97,1.43,PASS,NA,March_RAW,SRAM_SRAM0
712,LOT_M10,W01,D0004,0.97,1.49,PASS,NA,March_SS,SRAM_SRAM1
713,LOT_M10,W01,D0004,0.97,1.56,PASS,NA,March_C_minus,SRAM_SRAM2
714,LOT_M10,W01,D0004,0.97,1.62,PASS,NA,March_RAW,SRAM_SRAM0
715,LOT_M10,W01,D0004,0.97,1.68,PASS,NA,March_C_minus,SRAM_SRAM1
716,LOT_M10,W01,D0004,0.97,1.75,PASS,NA,March_C_minus,SRAM_SRAM2
717,LOT_M10,W01,D0004,0.97,1.81,PASS,NA,March_C_minus,SRAM_SRAM1
718,LOT_M10,W01,D0004,0.97,1.87,PASS,NA,March_SS,SRAM_SRAM1
719,LOT_M10,W01,D0004,0.97,1.94,PASS,NA,March_SS,SRAM_SRAM1
720,LOT_M10,W01,D0004,0.97,2.0,PASS,NA,March_C_minus,SRAM_SRAM0
721,LOT_M10,W01,D0004,1.02,0.8,PASS,NA,March_C_minus,SRAM_SRAM0
722,LOT_M10,W01,D0004,1.02,0.86,PASS,NA,March_SS,SRAM_SRAM2
723,LOT_M10,W01,D0004,1.02,0.93,PASS,NA,March_C_minus,SRAM_SRAM2
724,LOT_M10,W01,D0004,1.02,0.99,PASS,NA,March_C_minus,SRAM_SRAM0
725,LOT_M10,W01,D0004,1.02,1.05,PASS,NA,March_RAW,SRAM_SRAM1
726,LOT_M10,W01,D0004,1.02,1.12,PASS,NA,March_C_minus,SRAM_SRAM0
727,LOT_M10,W01,D0004,1.02,1.18,PASS,NA,March_C_minus,SRAM_SRAM2
728,LOT_M10,W01,D0004,1.02,1.24,PASS,NA,March_SS,SRAM_SRAM2
729,LOT_M10,W01,D0004,1.02,1.31,PASS,NA,March_RAW,SRAM_SRAM1
730,LOT_M10,W01,D0004,1.02,1.37,PASS,NA,March_RAW,SRAM_SRAM1
731,LOT_M10,W01,D0004,1.02,1.43,PASS,NA,March_C_minus,SRAM_SRAM1
732,LOT_M10,W01,D0004,1.02,1.49,PASS,NA,March_C_minus,SRAM_SRAM2
733,LOT_M10,W01,D0004,1.02,1.56,PASS,NA,March_RAW,SRAM_SRAM0
734,LOT_M10,W01,D0004,1.02,1.62,PASS,NA,March_RAW,SRAM_SRAM1
735,LOT_M10,W01,D0004,1.02,1.68,PASS,NA,March_C_minus,SRAM_SRAM2
736,LOT_M10,W01,D0004,1.02,1.75,PASS,NA,March_C_minus,SRAM_SRAM1
737,LOT_M10,W01,D0004,1.02,1.81,PASS,NA,March_SS,SRAM_SRAM2
738,LOT_M10,W01,D0004,1.02,1.87,PASS,NA,March_SS,SRAM_SRAM0
739,LOT_M10,W01,D0004,1.02,1.94,PASS,NA,March_SS,SRAM_SRAM0
740,LOT_M10,W01,D0004,1.02,2.0,PASS,NA,March_C_minus,SRAM_SRAM1
741,LOT_M10,W01,D0004,1.06,0.8,PASS,NA,March_RAW,SRAM_SRAM1
742,LOT_M10,W01,D0004,1.06,0.86,PASS,NA,March_C_minus,SRAM_SRAM0
743,LOT_M10,W01,D0004,1.06,0.93,PASS,NA,March_SS,SRAM_SRAM2
744,LOT_M10,W01,D0004,1.06,0.99,PASS,NA,March_RAW,SRAM_SRAM0
745,LOT_M10,W01,D0004,1.06,1.05,PASS,NA,March_C_minus,SRAM_SRAM2
746,LOT_M10,W01,D0004,1.06,1.12,PASS,NA,March_SS,SRAM_SRAM0
747,LOT_M10,W01,D0004,1.06,1.18,PASS,NA,March_C_minus,SRAM_SRAM2
748,LOT_M10,W01,D0004,1.06,1.24,PASS,NA,March_SS,SRAM_SRAM2
749,LOT_M10,W01,D0004,1.06,1.31,PASS,NA,March_SS,SRAM_SRAM1
750,LOT_M10,W01,D0004,1.06,1.37,PASS,NA,March_SS,SRAM_SRAM0
751,LOT_M10,W01,D0004,1.06,1.43,PASS,NA,March_RAW,SRAM_SRAM2
752,LOT_M10,W01,D0004,1.06,1.49,PASS,NA,March_SS,SRAM_SRAM0
753,LOT_M10,W01,D0004,1.06,1.56,PASS,NA,March_C_minus,SRAM_SRAM2
754,LOT_M10,W01,D0004,1.06,1.62,PASS,NA,March_C_minus,SRAM_SRAM0
755,LOT_M10,W01,D0004,1.06,1.68,PASS,NA,March_SS,SRAM_SRAM0
756,LOT_M10,W01,D0004,1.06,1.75,PASS,NA,March_SS,SRAM_SRAM2
757,LOT_M10,W01,D0004,1.06,1.81,PASS,NA,March_C_minus,SRAM_SRAM2
758,LOT_M10,W01,D0004,1.06,1.87,PASS,NA,March_RAW,SRAM_SRAM0
759,LOT_M10,W01,D0004,1.06,1.94,PASS,NA,March_C_minus,SRAM_SRAM2
760,LOT_M10,W01,D0004,1.06,2.0,PASS,NA,March_C_minus,SRAM_SRAM1
761,LOT_M10,W01,D0004,1.11,0.8,PASS,NA,March_SS,SRAM_SRAM0
762,LOT_M10,W01,D0004,1.11,0.86,PASS,NA,March_RAW,SRAM_SRAM0
763,LOT_M10,W01,D0004,1.11,0.93,PASS,NA,March_C_minus,SRAM_SRAM2
764,LOT_M10,W01,D0004,1.11,0.99,PASS,NA,March_RAW,SRAM_SRAM1
765,LOT_M10,W01,D0004,1.11,1.05,PASS,NA,March_RAW,SRAM_SRAM1
766,LOT_M10,W01,D0004,1.11,1.12,PASS,NA,March_RAW,SRAM_SRAM0
767,LOT_M10,W01,D0004,1.11,1.18,PASS,NA,March_SS,SRAM_SRAM1
768,LOT_M10,W01,D0004,1.11,1.24,PASS,NA,March_SS,SRAM_SRAM0
769,LOT_M10,W01,D0004,1.11,1.31,PASS,NA,March_C_minus,SRAM_SRAM0
770,LOT_M10,W01,D0004,1.11,1.37,PASS,NA,March_C_minus,SRAM_SRAM0
771,LOT_M10,W01,D0004,1.11,1.43,PASS,NA,March_SS,SRAM_SRAM0
772,LOT_M10,W01,D0004,1.11,1.49,PASS,NA,March_SS,SRAM_SRAM0
773,LOT_M10,W01,D0004,1.11,1.56,PASS,NA,March_RAW,SRAM_SRAM1
774,LOT_M10,W01,D0004,1.11,1.62,PASS,NA,March_RAW,SRAM_SRAM1
775,LOT_M10,W01,D0004,1.11,1.68,PASS,NA,March_RAW,SRAM_SRAM0
776,LOT_M10,W01,D0004,1.11,1.75,PASS,NA,March_C_minus,SRAM_SRAM0
777,LOT_M10,W01,D0004,1.11,1.81,PASS,NA,March_SS,SRAM_SRAM2
778,LOT_M10,W01,D0004,1.11,1.87,PASS,NA,March_C_minus,SRAM_SRAM2
779,LOT_M10,W01,D0004,1.11,1.94,PASS,NA,March_RAW,SRAM_SRAM0
780,LOT_M10,W01,D0004,1.11,2.0,PASS,NA,March_C_minus,SRAM_SRAM2
781,LOT_M10,W01,D0004,1.15,0.8,PASS,NA,March_C_minus,SRAM_SRAM0
782,LOT_M10,W01,D0004,1.15,0.86,PASS,NA,March_C_minus,SRAM_SRAM1
783,LOT_M10,W01,D0004,1.15,0.93,PASS,NA,March_RAW,SRAM_SRAM2
784,LOT_M10,W01,D0004,1.15,0.99,PASS,NA,March_SS,SRAM_SRAM2
785,LOT_M10,W01,D0004,1.15,1.05,PASS,NA,March_C_minus,SRAM_SRAM2
786,LOT_M10,W01,D0004,1.15,1.12,PASS,NA,March_C_minus,SRAM_SRAM1
787,LOT_M10,W01,D0004,1.15,1.18,PASS,NA,March_C_minus,SRAM_SRAM2
788,LOT_M10,W01,D0004,1.15,1.24,PASS,NA,March_RAW,SRAM_SRAM2
789,LOT_M10,W01,D0004,1.15,1.31,PASS,NA,March_SS,SRAM_SRAM1
790,LOT_M10,W01,D0004,1.15,1.37,PASS,NA,March_RAW,SRAM_SRAM0
791,LOT_M10,W01,D0004,1.15,1.43,PASS,NA,March_SS,SRAM_SRAM2
792,LOT_M10,W01,D0004,1.15,1.49,PASS,NA,March_RAW,SRAM_SRAM1
793,LOT_M10,W01,D0004,1.15,1.56,PASS,NA,March_SS,SRAM_SRAM1
794,LOT_M10,W01,D0004,1.15,1.62,PASS,NA,March_C_minus,SRAM_SRAM0
795,LOT_M10,W01,D0004,1.15,1.68,PASS,NA,March_RAW,SRAM_SRAM1
796,LOT_M10,W01,D0004,1.15,1.75,PASS,NA,March_C_minus,SRAM_SRAM1
797,LOT_M10,W01,D0004,1.15,1.81,PASS,NA,March_RAW,SRAM_SRAM0
798,LOT_M10,W01,D0004,1.15,1.87,PASS,NA,March_C_minus,SRAM_SRAM0
799,LOT_M10,W01,D0004,1.15,1.94,PASS,NA,March_RAW,SRAM_SRAM1
800,LOT_M10,W01,D0004,1.15,2.0,PASS,NA,March_C_minus,SRAM_SRAM2
801,LOT_M10,W01,D0005,0.75,0.8,PASS,NA,March_SS,SRAM_SRAM2
802,LOT_M10,W01,D0005,0.75,0.86,PASS,NA,March_SS,SRAM_SRAM2
803,LOT_M10,W01,D0005,0.75,0.93,PASS,NA,March_SS,SRAM_SRAM0
804,LOT_M10,W01,D0005,0.75,0.99,PASS,NA,March_SS,SRAM_SRAM2
805,LOT_M10,W01,D0005,0.75,1.05,PASS,NA,March_RAW,SRAM_SRAM1
806,LOT_M10,W01,D0005,0.75,1.12,PASS,NA,March_C_minus,SRAM_SRAM0
807,LOT_M10,W01,D0005,0.75,1.18,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM1
808,LOT_M10,W01,D0005,0.75,1.24,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM1
809,LOT_M10,W01,D0005,0.75,1.31,FAIL,ADDRESS_DECODE_FAULT,March_SS,SRAM_SRAM0
810,LOT_M10,W01,D0005,0.75,1.37,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM1
811,LOT_M10,W01,D0005,0.75,1.43,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM0
812,LOT_M10,W01,D0005,0.75,1.49,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM2
813,LOT_M10,W01,D0005,0.75,1.56,FAIL,COUPLING_FAULT,March_RAW,SRAM_SRAM0
814,LOT_M10,W01,D0005,0.75,1.62,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM2
815,LOT_M10,W01,D0005,0.75,1.68,FAIL,COUPLING_FAULT,March_RAW,SRAM_SRAM1
816,LOT_M10,W01,D0005,0.75,1.75,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM1
817,LOT_M10,W01,D0005,0.75,1.81,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM2
818,LOT_M10,W01,D0005,0.75,1.87,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM2
819,LOT_M10,W01,D0005,0.75,1.94,FAIL,COUPLING_FAULT,March_C_minus,SRAM_SRAM2
820,LOT_M10,W01,D0005,0.75,2.0,FAIL,RETENTION_FAULT,March_RAW,SRAM_SRAM1
821,LOT_M10,W01,D0005,0.79,0.8,PASS,NA,March_RAW,SRAM_SRAM2
822,LOT_M10,W01,D0005,0.79,0.86,PASS,NA,March_C_minus,SRAM_SRAM1
823,LOT_M10,W01,D0005,0.79,0.93,PASS,NA,March_C_minus,SRAM_SRAM0
824,LOT_M10,W01,D0005,0.79,0.99,PASS,NA,March_RAW,SRAM_SRAM0
825,LOT_M10,W01,D0005,0.79,1.05,PASS,NA,March_RAW,SRAM_SRAM1
826,LOT_M10,W01,D0005,0.79,1.12,PASS,NA,March_RAW,SRAM_SRAM0
827,LOT_M10,W01,D0005,0.79,1.18,PASS,NA,March_C_minus,SRAM_SRAM2
828,LOT_M10,W01,D0005,0.79,1.24,PASS,NA,March_RAW,SRAM_SRAM0
829,LOT_M10,W01,D0005,0.79,1.31,FAIL,STUCK_AT,March_SS,SRAM_SRAM1
830,LOT_M10,W01,D0005,0.79,1.37,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM0
831,LOT_M10,W01,D0005,0.79,1.43,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM2
832,LOT_M10,W01,D0005,0.79,1.49,FAIL,STUCK_AT,March_RAW,SRAM_SRAM1
833,LOT_M10,W01,D0005,0.79,1.56,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM2
834,LOT_M10,W01,D0005,0.79,1.62,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM2
835,LOT_M10,W01,D0005,0.79,1.68,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM1
836,LOT_M10,W01,D0005,0.79,1.75,FAIL,FREQ_MARGIN,March_SS,SRAM_SRAM2
837,LOT_M10,W01,D0005,0.79,1.81,FAIL,ADDRESS_DECODE_FAULT,March_SS,SRAM_SRAM2
838,LOT_M10,W01,D0005,0.79,1.87,FAIL,ADDRESS_DECODE_FAULT,March_C_minus,SRAM_SRAM1
839,LOT_M10,W01,D0005,0.79,1.94,FAIL,FREQ_MARGIN,March_RAW,SRAM_SRAM1
840,LOT_M10,W01,D0005,0.79,2.0,FAIL,FREQ_MARGIN,March_C_minus,SRAM_SRAM1
841,LOT_M10,W01,D0005,0.84,0.8,PASS,NA,March_RAW,SRAM_SRAM0
842,LOT_M10,W01,D0005,0.84,0.86,PASS,NA,March_C_minus,SRAM_SRAM0
843,LOT_M10,W01,D0005,0.84,0.93,PASS,NA,March_SS,SRAM_SRAM1
844,LOT_M10,W01,D0005,0.84,0.99,PASS,NA,March_SS,SRAM_SRAM1
