Point_ID,Lot_ID,Wafer_ID,Die_ID,VDD_V,Frequency_GHz,Temperature_C,Current_mA,Timing_ns,Leakage_mA,Test_Time_ms,March_Algorithm,Memory_Instance,Memory_Address,Test_ID,Test_Result,Failure_Code,Margin_GHz
299,LOT_B001,W002,D0002,0.968,2.249,85,81.355,0.322,2.9933,1.74,MARCH_B,REGFILE_A,0x2AFD,MBIST_RUN,FAIL,FREQ_MARGIN,-0.3132
300,LOT_B001,W002,D0002,0.968,2.286,85,86.265,0.3116,2.8454,1.681,MARCH_C_MINUS,SRAM_BANK_0,0x0D3E,MBIST_RUN,FAIL,FREQ_MARGIN,-0.35
301,LOT_B001,W002,D0002,0.987,1.655,85,79.601,0.4286,3.0832,1.729,MARCH_SS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.35
302,LOT_B001,W002,D0002,0.987,1.692,85,76.51,0.4236,2.9501,1.622,MATS_PLUS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.3132
303,LOT_B001,W002,D0002,0.987,1.729,85,79.237,0.4028,3.0226,1.705,MARCH_Y,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.2763
304,LOT_B001,W002,D0002,0.987,1.766,85,80.643,0.4136,2.9893,1.81,MARCH_B,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.2395
305,LOT_B001,W002,D0002,0.987,1.802,85,80.904,0.3801,2.9071,1.691,MARCH_C_MINUS,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.2026
306,LOT_B001,W002,D0002,0.987,1.839,85,79.613,0.3738,3.0333,1.665,MARCH_SS,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.1658
307,LOT_B001,W002,D0002,0.987,1.876,85,81.245,0.3818,2.9779,1.801,MATS_PLUS,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.1289
308,LOT_B001,W002,D0002,0.987,1.913,85,78.236,0.3477,3.0052,1.709,MARCH_Y,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.0921
309,LOT_B001,W002,D0002,0.987,1.95,85,81.636,0.3771,3.0358,1.634,MARCH_B,CACHE_L2,NA,MBIST_RUN,PASS,NA,0.0553
310,LOT_B001,W002,D0002,0.987,1.987,85,81.729,0.3747,2.9994,1.665,MARCH_C_MINUS,CACHE_L2,NA,MBIST_RUN,PASS,NA,0.0184
311,LOT_B001,W002,D0002,0.987,2.023,85,81.407,0.3536,2.9402,1.79,MARCH_SS,CACHE_L2,0x2669,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0184
312,LOT_B001,W002,D0002,0.987,2.06,85,80.449,0.3566,3.0213,1.612,MATS_PLUS,REGFILE_A,0x9F51,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0553
313,LOT_B001,W002,D0002,0.987,2.097,85,77.828,0.3522,3.0664,1.605,MARCH_Y,REGFILE_A,0x1EF7,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0921
314,LOT_B001,W002,D0002,0.987,2.134,85,80.164,0.3388,2.9867,1.807,MARCH_B,REGFILE_A,0x8F77,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1289
315,LOT_B001,W002,D0002,0.987,2.171,85,83.381,0.3225,2.9186,1.741,MARCH_C_MINUS,SRAM_BANK_0,0x4792,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1658
316,LOT_B001,W002,D0002,0.987,2.208,85,82.809,0.3248,2.9416,1.771,MARCH_SS,SRAM_BANK_0,0x0920,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2026
317,LOT_B001,W002,D0002,0.987,2.244,85,81.12,0.3214,3.0417,1.617,MATS_PLUS,SRAM_BANK_0,0xAE55,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2395
318,LOT_B001,W002,D0002,0.987,2.281,85,86.199,0.325,3.0515,1.707,MARCH_Y,SRAM_BANK_1,0xEE04,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2763
319,LOT_B001,W002,D0002,0.987,2.318,85,82.56,0.3307,3.149,1.736,MARCH_B,SRAM_BANK_1,0x2157,MBIST_RUN,FAIL,FREQ_MARGIN,-0.3132
320,LOT_B001,W002,D0002,0.987,2.355,85,83.074,0.308,3.0132,1.798,MARCH_C_MINUS,SRAM_BANK_1,0x2A30,MBIST_RUN,FAIL,FREQ_MARGIN,-0.35
321,LOT_B001,W002,D0002,1.007,1.724,85,77.99,0.4096,3.1117,1.789,MARCH_SS,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.35
322,LOT_B001,W002,D0002,1.007,1.761,85,77.084,0.4098,3.1215,1.713,MATS_PLUS,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.3132
323,LOT_B001,W002,D0002,1.007,1.798,85,80.873,0.3997,3.1359,1.626,MARCH_Y,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.2763
324,LOT_B001,W002,D0002,1.007,1.835,85,81.4,0.3975,3.2551,1.841,MARCH_B,CACHE_L2,NA,MBIST_RUN,PASS,NA,0.2395
325,LOT_B001,W002,D0002,1.007,1.871,85,80.308,0.3704,3.2239,1.744,MARCH_C_MINUS,CACHE_L2,NA,MBIST_RUN,PASS,NA,0.2026
326,LOT_B001,W002,D0002,1.007,1.908,85,82.215,0.3827,3.2116,1.733,MARCH_SS,CACHE_L2,0x71D3,MBIST_RUN,FAIL,COUPLING_FAULT,0.1658
327,LOT_B001,W002,D0002,1.007,1.945,85,78.884,0.3723,3.0251,1.824,MATS_PLUS,REGFILE_A,NA,MBIST_RUN,PASS,NA,0.1289
328,LOT_B001,W002,D0002,1.007,1.982,85,81.063,0.3505,3.1162,1.691,MARCH_Y,REGFILE_A,NA,MBIST_RUN,PASS,NA,0.0921
329,LOT_B001,W002,D0002,1.007,2.019,85,80.491,0.3661,3.0816,1.847,MARCH_B,REGFILE_A,NA,MBIST_RUN,PASS,NA,0.0553
330,LOT_B001,W002,D0002,1.007,2.056,85,80.025,0.3499,3.0765,1.849,MARCH_C_MINUS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.0184
331,LOT_B001,W002,D0002,1.007,2.092,85,82.491,0.3364,3.1102,1.695,MARCH_SS,SRAM_BANK_0,0x80E2,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0184
332,LOT_B001,W002,D0002,1.007,2.129,85,82.708,0.3352,3.1638,1.778,MATS_PLUS,SRAM_BANK_0,0x3FAB,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0553
333,LOT_B001,W002,D0002,1.007,2.166,85,80.504,0.3432,3.2093,1.82,MARCH_Y,SRAM_BANK_1,0xE71D,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0921
334,LOT_B001,W002,D0002,1.007,2.203,85,83.609,0.3184,3.1051,1.687,MARCH_B,SRAM_BANK_1,0x33AE,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1289
335,LOT_B001,W002,D0002,1.007,2.24,85,83.756,0.3093,3.3058,1.785,MARCH_C_MINUS,SRAM_BANK_1,0xDA6B,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1658
336,LOT_B001,W002,D0002,1.007,2.277,85,83.985,0.316,3.078,1.769,MARCH_SS,CACHE_L1,0x0441,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2026
337,LOT_B001,W002,D0002,1.007,2.313,85,82.29,0.3163,3.2198,1.654,MATS_PLUS,CACHE_L1,0xB88E,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2395
338,LOT_B001,W002,D0002,1.007,2.35,85,85.512,0.2932,3.2082,1.766,MARCH_Y,CACHE_L1,0x28D1,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2763
339,LOT_B001,W002,D0002,1.007,2.387,85,85.553,0.3051,3.0255,1.657,MARCH_B,CACHE_L2,0x51F4,MBIST_RUN,FAIL,FREQ_MARGIN,-0.3132
340,LOT_B001,W002,D0002,1.007,2.424,85,81.3,0.3055,3.1075,1.785,MARCH_C_MINUS,CACHE_L2,0x1099,MBIST_RUN,FAIL,FREQ_MARGIN,-0.35
341,LOT_B001,W002,D0002,1.026,1.793,85,80.801,0.4104,3.3791,1.757,MARCH_SS,CACHE_L2,NA,MBIST_RUN,PASS,NA,0.35
342,LOT_B001,W002,D0002,1.026,1.83,85,79.12,0.4144,3.2684,1.617,MATS_PLUS,REGFILE_A,NA,MBIST_RUN,PASS,NA,0.3132
343,LOT_B001,W002,D0002,1.026,1.867,85,78.029,0.391,3.3584,1.75,MARCH_Y,REGFILE_A,0xC3DB,MBIST_RUN,FAIL,RETENTION_FAULT,0.2763
344,LOT_B001,W002,D0002,1.026,1.904,85,81.517,0.3872,3.371,1.646,MARCH_B,REGFILE_A,NA,MBIST_RUN,PASS,NA,0.2395
345,LOT_B001,W002,D0002,1.026,1.94,85,81.012,0.3694,3.3044,1.616,MARCH_C_MINUS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.2026
346,LOT_B001,W002,D0002,1.026,1.977,85,81.985,0.3758,3.32,1.807,MARCH_SS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.1658
347,LOT_B001,W002,D0002,1.026,2.014,85,82.043,0.3675,3.0825,1.679,MATS_PLUS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.1289
348,LOT_B001,W002,D0002,1.026,2.051,85,84.264,0.3475,3.3697,1.711,MARCH_Y,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.0921
349,LOT_B001,W002,D0002,1.026,2.088,85,84.766,0.358,3.43,1.659,MARCH_B,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.0553
350,LOT_B001,W002,D0002,1.026,2.125,85,81.194,0.3392,3.2783,1.763,MARCH_C_MINUS,SRAM_BANK_1,0x00C1,MBIST_RUN,FAIL,FREQ_MARGIN,0.0184
351,LOT_B001,W002,D0002,1.026,2.161,85,82.626,0.3156,3.3713,1.601,MARCH_SS,CACHE_L1,0x1A3C,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0184
352,LOT_B001,W002,D0002,1.026,2.198,85,82.314,0.3272,3.2645,1.843,MATS_PLUS,CACHE_L1,0x285C,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0553
353,LOT_B001,W002,D0002,1.026,2.235,85,86.971,0.3171,3.0974,1.719,MARCH_Y,CACHE_L1,0x16B0,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0921
354,LOT_B001,W002,D0002,1.026,2.272,85,83.514,0.317,3.3856,1.743,MARCH_B,CACHE_L2,0x313D,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1289
355,LOT_B001,W002,D0002,1.026,2.309,85,83.353,0.3107,3.3651,1.671,MARCH_C_MINUS,CACHE_L2,0xFE10,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1658
356,LOT_B001,W002,D0002,1.026,2.346,85,83.932,0.299,3.3849,1.723,MARCH_SS,CACHE_L2,0x3B0A,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2026
357,LOT_B001,W002,D0002,1.026,2.382,85,84.61,0.2963,3.4172,1.821,MATS_PLUS,REGFILE_A,0xEBBC,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2395
358,LOT_B001,W002,D0002,1.026,2.419,85,86.158,0.3129,3.3725,1.839,MARCH_Y,REGFILE_A,0x0CF9,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2763
359,LOT_B001,W002,D0002,1.026,2.456,85,86.327,0.2973,3.2686,1.766,MARCH_B,REGFILE_A,0x0EA0,MBIST_RUN,FAIL,FREQ_MARGIN,-0.3132
360,LOT_B001,W002,D0002,1.026,2.493,85,82.362,0.2816,3.2819,1.788,MARCH_C_MINUS,SRAM_BANK_0,0x8EE0,MBIST_RUN,FAIL,FREQ_MARGIN,-0.35
361,LOT_B001,W002,D0002,1.045,1.862,85,78.509,0.3777,3.4108,1.762,MARCH_SS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.35
362,LOT_B001,W002,D0002,1.045,1.899,85,82.529,0.3822,3.4574,1.635,MATS_PLUS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.3132
363,LOT_B001,W002,D0002,1.045,1.936,85,82.288,0.3612,3.4697,1.807,MARCH_Y,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.2763
364,LOT_B001,W002,D0002,1.045,1.973,85,82.381,0.384,3.386,1.7,MARCH_B,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.2395
365,LOT_B001,W002,D0002,1.045,2.009,85,81.938,0.3435,3.5368,1.701,MARCH_C_MINUS,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.2026
366,LOT_B001,W002,D0002,1.045,2.046,85,82.616,0.3438,3.4739,1.657,MARCH_SS,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.1658
367,LOT_B001,W002,D0002,1.045,2.083,85,81.396,0.3241,3.5726,1.625,MATS_PLUS,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.1289
368,LOT_B001,W002,D0002,1.045,2.12,85,82.676,0.3389,3.4991,1.728,MARCH_Y,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.0921
369,LOT_B001,W002,D0002,1.045,2.157,85,84.052,0.3235,3.4406,1.729,MARCH_B,CACHE_L2,NA,MBIST_RUN,PASS,NA,0.0553
370,LOT_B001,W002,D0002,1.045,2.194,85,85.584,0.3232,3.3837,1.812,MARCH_C_MINUS,CACHE_L2,NA,MBIST_RUN,PASS,NA,0.0184
371,LOT_B001,W002,D0002,1.045,2.23,85,85.802,0.3239,3.5741,1.626,MARCH_SS,CACHE_L2,0xA5B1,MBIST_RUN,FAIL,COUPLING_FAULT,-0.0184
372,LOT_B001,W002,D0002,1.045,2.267,85,83.552,0.3174,3.4966,1.696,MATS_PLUS,REGFILE_A,0xA49A,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0553
373,LOT_B001,W002,D0002,1.045,2.304,85,81.907,0.298,3.3859,1.722,MARCH_Y,REGFILE_A,0xCFA9,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0921
374,LOT_B001,W002,D0002,1.045,2.341,85,84.712,0.3099,3.4721,1.807,MARCH_B,REGFILE_A,0x4970,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1289
375,LOT_B001,W002,D0002,1.045,2.378,85,85.45,0.295,3.4515,1.733,MARCH_C_MINUS,SRAM_BANK_0,0x216C,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1658
376,LOT_B001,W002,D0002,1.045,2.415,85,86.399,0.3032,3.3088,1.665,MARCH_SS,SRAM_BANK_0,0xDE32,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2026
377,LOT_B001,W002,D0002,1.045,2.451,85,85.783,0.2805,3.3637,1.808,MATS_PLUS,SRAM_BANK_0,0xD343,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2395
378,LOT_B001,W002,D0002,1.045,2.488,85,87.474,0.2711,3.4392,1.757,MARCH_Y,SRAM_BANK_1,0x688A,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2763
379,LOT_B001,W002,D0002,1.045,2.525,85,87.273,0.2786,3.3807,1.681,MARCH_B,SRAM_BANK_1,0xAE97,MBIST_RUN,FAIL,FREQ_MARGIN,-0.3132
380,LOT_B001,W002,D0002,1.045,2.562,85,84.777,0.286,3.4157,1.719,MARCH_C_MINUS,SRAM_BANK_1,0xA8A3,MBIST_RUN,FAIL,FREQ_MARGIN,-0.35
381,LOT_B001,W002,D0002,1.064,1.931,85,84.549,0.3885,3.5652,1.609,MARCH_SS,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.35
382,LOT_B001,W002,D0002,1.064,1.968,85,82.837,0.3822,3.6257,1.717,MATS_PLUS,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.3132
383,LOT_B001,W002,D0002,1.064,2.005,85,82.67,0.3657,3.6302,1.723,MARCH_Y,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.2763
384,LOT_B001,W002,D0002,1.064,2.042,85,82.811,0.3334,3.8267,1.71,MARCH_B,CACHE_L2,NA,MBIST_RUN,PASS,NA,0.2395
385,LOT_B001,W002,D0002,1.064,2.078,85,84.344,0.3483,3.7218,1.824,MARCH_C_MINUS,CACHE_L2,NA,MBIST_RUN,PASS,NA,0.2026
386,LOT_B001,W002,D0002,1.064,2.115,85,80.226,0.3233,3.7342,1.802,MARCH_SS,CACHE_L2,NA,MBIST_RUN,PASS,NA,0.1658
387,LOT_B001,W002,D0002,1.064,2.152,85,82.286,0.3266,3.5246,1.608,MATS_PLUS,REGFILE_A,NA,MBIST_RUN,PASS,NA,0.1289
388,LOT_B001,W002,D0002,1.064,2.189,85,85.444,0.3368,3.6191,1.758,MARCH_Y,REGFILE_A,NA,MBIST_RUN,PASS,NA,0.0921
389,LOT_B001,W002,D0002,1.064,2.226,85,83.618,0.3336,3.6297,1.798,MARCH_B,REGFILE_A,NA,MBIST_RUN,PASS,NA,0.0553
390,LOT_B001,W002,D0002,1.064,2.263,85,86.519,0.3038,3.6272,1.775,MARCH_C_MINUS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.0184
391,LOT_B001,W002,D0002,1.064,2.299,85,84.666,0.3044,3.536,1.772,MARCH_SS,SRAM_BANK_0,0x87DE,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0184
392,LOT_B001,W002,D0002,1.064,2.336,85,85.008,0.3027,3.6213,1.837,MATS_PLUS,SRAM_BANK_0,0x5521,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0553
393,LOT_B001,W002,D0002,1.064,2.373,85,86.175,0.3113,3.6019,1.636,MARCH_Y,SRAM_BANK_1,0xC5D9,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0921
394,LOT_B001,W002,D0002,1.064,2.41,85,83.472,0.2911,3.5513,1.801,MARCH_B,SRAM_BANK_1,0xE3CD,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1289
395,LOT_B001,W002,D0002,1.064,2.447,85,85.475,0.2873,3.6176,1.811,MARCH_C_MINUS,SRAM_BANK_1,0xFB90,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1658
396,LOT_B001,W002,D0002,1.064,2.484,85,86.592,0.2901,3.4806,1.762,MARCH_SS,CACHE_L1,0xBAD5,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2026
397,LOT_B001,W002,D0002,1.064,2.52,85,87.665,0.2772,3.6018,1.805,MATS_PLUS,CACHE_L1,0x0635,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2395
398,LOT_B001,W002,D0002,1.064,2.557,85,87.377,0.2766,3.6774,1.806,MARCH_Y,CACHE_L1,0x3997,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2763
399,LOT_B001,W002,D0002,1.064,2.594,85,88.143,0.2602,3.5572,1.64,MARCH_B,CACHE_L2,0x3D21,MBIST_RUN,FAIL,FREQ_MARGIN,-0.3132
400,LOT_B001,W002,D0002,1.064,2.631,85,88.155,0.2642,3.5627,1.669,MARCH_C_MINUS,CACHE_L2,0x6925,MBIST_RUN,FAIL,FREQ_MARGIN,-0.35
401,LOT_B001,W002,D0002,1.083,2.0,85,83.368,0.369,3.6127,1.835,MARCH_SS,CACHE_L2,0xA29B,MBIST_RUN,FAIL,COUPLING_FAULT,0.35
402,LOT_B001,W002,D0002,1.083,2.037,85,82.969,0.3457,3.8368,1.678,MATS_PLUS,REGFILE_A,NA,MBIST_RUN,PASS,NA,0.3132
403,LOT_B001,W002,D0002,1.083,2.074,85,84.067,0.3491,3.8466,1.694,MARCH_Y,REGFILE_A,NA,MBIST_RUN,PASS,NA,0.2763
404,LOT_B001,W002,D0002,1.083,2.111,85,84.366,0.3353,3.5834,1.758,MARCH_B,REGFILE_A,NA,MBIST_RUN,PASS,NA,0.2395
405,LOT_B001,W002,D0002,1.083,2.147,85,85.046,0.3271,3.7939,1.79,MARCH_C_MINUS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.2026
406,LOT_B001,W002,D0002,1.083,2.184,85,84.69,0.3316,3.7291,1.795,MARCH_SS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.1658
407,LOT_B001,W002,D0002,1.083,2.221,85,84.195,0.3256,3.8112,1.725,MATS_PLUS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.1289
408,LOT_B001,W002,D0002,1.083,2.258,85,82.981,0.2959,3.7345,1.692,MARCH_Y,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.0921
409,LOT_B001,W002,D0002,1.083,2.295,85,87.294,0.3106,3.7468,1.764,MARCH_B,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.0553
410,LOT_B001,W002,D0002,1.083,2.332,85,87.295,0.308,3.8322,1.752,MARCH_C_MINUS,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.0184
411,LOT_B001,W002,D0002,1.083,2.368,85,84.918,0.2998,3.8805,1.679,MARCH_SS,CACHE_L1,0xBFEB,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0184
412,LOT_B001,W002,D0002,1.083,2.405,85,86.533,0.2959,3.9759,1.621,MATS_PLUS,CACHE_L1,0x80EA,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0553
413,LOT_B001,W002,D0002,1.083,2.442,85,85.804,0.2932,3.7818,1.667,MARCH_Y,CACHE_L1,0x0834,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0921
414,LOT_B001,W002,D0002,1.083,2.479,85,85.291,0.2983,3.7926,1.608,MARCH_B,CACHE_L2,0xA182,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1289
415,LOT_B001,W002,D0002,1.083,2.516,85,88.378,0.2621,3.7723,1.716,MARCH_C_MINUS,CACHE_L2,0xE2E3,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1658
416,LOT_B001,W002,D0002,1.083,2.553,85,87.341,0.2772,3.757,1.667,MARCH_SS,CACHE_L2,0x29D0,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2026
417,LOT_B001,W002,D0002,1.083,2.589,85,88.457,0.2782,3.8324,1.63,MATS_PLUS,REGFILE_A,0x3C85,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2395
418,LOT_B001,W002,D0002,1.083,2.626,85,85.262,0.2669,3.8781,1.656,MARCH_Y,REGFILE_A,0xEF38,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2763
419,LOT_B001,W002,D0002,1.083,2.663,85,89.872,0.2568,3.8321,1.714,MARCH_B,REGFILE_A,0xACD5,MBIST_RUN,FAIL,FREQ_MARGIN,-0.3132
420,LOT_B001,W002,D0002,1.083,2.7,85,89.151,0.2682,3.7289,1.615,MARCH_C_MINUS,SRAM_BANK_0,0xBFAB,MBIST_RUN,FAIL,FREQ_MARGIN,-0.35
421,LOT_B001,W002,D0002,1.102,2.069,85,84.146,0.3503,3.8494,1.649,MARCH_SS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.35
422,LOT_B001,W002,D0002,1.102,2.106,85,84.917,0.332,3.9817,1.637,MATS_PLUS,SRAM_BANK_0,NA,MBIST_RUN,PASS,NA,0.3132
423,LOT_B001,W002,D0002,1.102,2.143,85,85.451,0.3474,4.0767,1.665,MARCH_Y,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.2763
424,LOT_B001,W002,D0002,1.102,2.18,85,85.956,0.328,3.9292,1.823,MARCH_B,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.2395
425,LOT_B001,W002,D0002,1.102,2.216,85,84.814,0.3264,3.8834,1.634,MARCH_C_MINUS,SRAM_BANK_1,NA,MBIST_RUN,PASS,NA,0.2026
426,LOT_B001,W002,D0002,1.102,2.253,85,85.645,0.3254,3.9505,1.77,MARCH_SS,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.1658
427,LOT_B001,W002,D0002,1.102,2.29,85,85.598,0.3108,3.9358,1.737,MATS_PLUS,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.1289
428,LOT_B001,W002,D0002,1.102,2.327,85,85.332,0.3086,3.9342,1.652,MARCH_Y,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.0921
429,LOT_B001,W002,D0002,1.102,2.364,85,85.829,0.3105,3.8224,1.709,MARCH_B,CACHE_L2,NA,MBIST_RUN,PASS,NA,0.0553
430,LOT_B001,W002,D0002,1.102,2.401,85,85.692,0.3015,3.9633,1.648,MARCH_C_MINUS,CACHE_L2,NA,MBIST_RUN,PASS,NA,0.0184
431,LOT_B001,W002,D0002,1.102,2.437,85,87.701,0.2956,3.8989,1.719,MARCH_SS,CACHE_L2,0x8D5F,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0184
432,LOT_B001,W002,D0002,1.102,2.474,85,85.77,0.2835,4.0691,1.84,MATS_PLUS,REGFILE_A,0xEAF1,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0553
433,LOT_B001,W002,D0002,1.102,2.511,85,87.642,0.3023,3.9997,1.657,MARCH_Y,REGFILE_A,0xA8AA,MBIST_RUN,FAIL,FREQ_MARGIN,-0.0921
434,LOT_B001,W002,D0002,1.102,2.548,85,88.037,0.2693,3.9016,1.661,MARCH_B,REGFILE_A,0x915C,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1289
435,LOT_B001,W002,D0002,1.102,2.585,85,91.39,0.2761,3.9216,1.699,MARCH_C_MINUS,SRAM_BANK_0,0x629A,MBIST_RUN,FAIL,FREQ_MARGIN,-0.1658
436,LOT_B001,W002,D0002,1.102,2.622,85,88.525,0.2808,3.7181,1.759,MARCH_SS,SRAM_BANK_0,0x8993,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2026
437,LOT_B001,W002,D0002,1.102,2.658,85,89.202,0.2723,3.9583,1.689,MATS_PLUS,SRAM_BANK_0,0xD111,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2395
438,LOT_B001,W002,D0002,1.102,2.695,85,86.365,0.2832,3.8859,1.839,MARCH_Y,SRAM_BANK_1,0xFD15,MBIST_RUN,FAIL,FREQ_MARGIN,-0.2763
439,LOT_B001,W002,D0002,1.102,2.732,85,88.809,0.2704,3.9587,1.709,MARCH_B,SRAM_BANK_1,0xB3B2,MBIST_RUN,FAIL,FREQ_MARGIN,-0.3132
440,LOT_B001,W002,D0002,1.102,2.769,85,86.978,0.2524,3.9357,1.708,MARCH_C_MINUS,SRAM_BANK_1,0xA7F6,MBIST_RUN,FAIL,FREQ_MARGIN,-0.35
441,LOT_B001,W002,D0002,1.122,2.138,85,87.262,0.3327,4.0992,1.651,MARCH_SS,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.35
442,LOT_B001,W002,D0002,1.122,2.175,85,83.562,0.3347,4.199,1.652,MATS_PLUS,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.3132
443,LOT_B001,W002,D0002,1.122,2.212,85,85.752,0.3326,4.2293,1.809,MARCH_Y,CACHE_L1,NA,MBIST_RUN,PASS,NA,0.2763
444,LOT_B001,W002,D0002,1.122,2.249,85,87.884,0.3095,4.1824,1.638,MARCH_B,CACHE_L2,NA,MBIST_RUN,PASS,NA,0.2395
445,LOT_B001,W002,D0002,1.122,2.285,85,86.489,0.3256,4.0822,1.609,MARCH_C_MINUS,CACHE_L2,NA,MBIST_RUN,PASS,NA,0.2026
446,LOT_B001,W002,D0002,1.122,2.322,85,87.141,0.3052,4.074,1.843,MARCH_SS,CACHE_L2,0xF7A5,MBIST_RUN,FAIL,COUPLING_FAULT,0.1658
447,LOT_B001,W002,D0002,1.122,2.359,85,86.872,0.303,4.0805,1.783,MATS_PLUS,REGFILE_A,NA,MBIST_RUN,PASS,NA,0.1289
448,LOT_B001,W002,D0002,1.122,2.396,85,85.583,0.3186,4.1753,1.824,MARCH_Y,REGFILE_A,NA,MBIST_RUN,PASS,NA,0.0921
